course_no,course_name,dept_code,dept_name,completion_type_code,completion_type,first_year,first_term,latest_year,latest_term,section_count
PHY3072,응집물질물리학2,H0003561,물리학과,722,전공심화,2024,2,2026,2,3
PHY4007,고체물리학,H0002581,신소재공학부,721,전공핵심,2024,2,2024,2,2
PHY4009,상대성이론,H0003561,물리학과,722,전공심화,2024,2,2026,2,3
PHY4022,천체물리학,H0003561,물리학과,722,전공심화,2024,2,2026,2,3
PHY4023,반도체물리학,H0003561,물리학과,722,전공심화,2024,2,2026,2,3
PHY4029,핵및입자물리학,H0003561,물리학과,722,전공심화,2024,1,2026,1,3
PHY4060,양자광학,H0003561,물리학과,722,전공심화,2024,1,2026,1,3
PHY4074,물리학연구캡스톤디자인1,H0003561,물리학과,722,전공심화,2024,2,2025,2,2
PHY4075,물리학연구캡스톤디자인2,H0003561,물리학과,722,전공심화,2024,1,2026,1,3
PME3002,기계진동학,H0002540,기계공학부,721,전공핵심,2024,2,2026,2,28
PNO1003,피아노전공실기1,H0002739,피아노과,727,전공기초(필수),2024,1,2026,1,3
PNO1004,피아노전공실기2,H0002739,피아노과,727,전공기초(필수),2024,2,2026,2,3
PNO2005,피아노전공실기3,H0002739,피아노과,721,전공핵심,2024,1,2026,1,3
PNO2006,피아노전공실기4,H0002739,피아노과,721,전공핵심,2024,2,2026,2,3
PNO2007,피아노반주법1,H0002739,피아노과,722,전공심화,2024,1,2026,1,3
PNO2009,피아노반주법2,H0002739,피아노과,722,전공심화,2025,2,2026,2,2
PNO3019,피아노전공실기5,H0002739,피아노과,721,전공핵심,2024,1,2026,1,3
PNO3020,피아노전공실기6,H0002739,피아노과,721,전공핵심,2024,2,2026,2,3
PNO3033,피아노앙상블1,H0002739,피아노과,727,전공기초(필수),2024,2,2026,2,3
PNO3034,피아노앙상블2,H0002739,피아노과,722,전공심화,2024,1,2025,1,3
PNO3039,피아노앙상블3,H0002739,피아노과,722,전공심화,2024,2,2026,1,2
PNO3040,피아노구조와관리,H0002739,피아노과,722,전공심화,2024,2,2026,2,3
PNO3041,문화예술교육입문,H0002739,피아노과,722,전공심화,2024,1,2026,1,3
PNO3042,음악교육론,H0002739,피아노과,722,전공심화,2024,1,2026,1,3
PNO3043,음악교수학습방법,H0002739,피아노과,722,전공심화,2024,1,2026,1,3
PNO3044,음악교육프로그램개발,H0002739,피아노과,722,전공심화,2024,2,2026,2,5
PNO3045,문화예술교육현장실습과이해,H0002739,피아노과,722,전공심화,2024,2,2026,2,5
PNO4003,피아노문헌1,H0002739,피아노과,727,전공기초(필수),2024,1,2026,1,3
PNO4004,피아노문헌2,H0002739,피아노과,727,전공기초(필수),2024,2,2026,2,3
PNO4008,피아노교수법1,H0002739,피아노과,722,전공심화,2024,1,2026,1,3
PNO4009,피아노교수법2,H0002739,피아노과,722,전공심화,2024,2,2026,2,3
PNO4025,피아노전공실기7,H0002739,피아노과,721,전공핵심,2024,1,2026,1,3
PNO4026,피아노전공실기8,H0002739,피아노과,721,전공핵심,2024,2,2026,2,3
PNO4027,피아노문헌3,H0002739,피아노과,721,전공핵심,2024,1,2026,1,3
PNO4028,피아노문헌4,H0002739,피아노과,721,전공핵심,2024,2,2026,2,3
PNO4040,피아노협주곡문헌,H0002739,피아노과,722,전공심화,2024,1,2026,1,3
PNO4042,피아노테크닉의이해와적용,H0002739,피아노과,722,전공심화,2024,1,2026,1,3
PPL1001,논리적사고,H0002983,정책학과,111,교양필수,2024,1,2026,1,10
PPL1001,논리적사고,H0003666,행정학과,111,교양필수,2024,1,2026,1,3
PPL1003,법과사회,H0002983,정책학과,111,교양필수,2024,1,2026,1,10
PPL1003,법과사회,H0003666,행정학과,111,교양필수,2024,1,2026,1,3
PPL1005,사회윤리사상사,H0002983,정책학과,721,전공핵심,2024,1,2026,1,5
PPL1007,비판적사고,H0002983,정책학과,727,전공기초(필수),2024,2,2026,2,10
PPL1007,비판적사고,H0003666,행정학과,727,전공기초(필수),2024,2,2025,2,2
PPL1011,근대사상의전개,H0002983,정책학과,721,전공핵심,2024,2,2026,2,5
PPL1016,정치학원론,H0002983,정책학과,727,전공기초(필수),2024,1,2026,1,10
PPL1016,정치학원론,H0003666,행정학과,727,전공기초(필수),2024,1,2026,2,3
PPL1018,민사법1,H0002983,정책학과,721,전공핵심,2024,2,2026,2,15
PPL1021,헌법과기본권,H0002983,정책학과,727,전공기초(필수),2024,2,2026,2,10
PPL1021,헌법과기본권,H0003666,행정학과,727,전공기초(필수),2024,2,2025,2,2
PPL2005,경제원론,H0002983,정책학과,727,전공기초(필수),2024,2,2026,2,10
PPL2005,경제원론,H0003666,행정학과,727,전공기초(필수),2024,2,2025,2,2
PPL2010,현대정치학이론,H0002983,정책학과,722,전공심화,2024,2,2026,2,5
PPL2011,행정학개론,H0002983,정책학과,727,전공기초(필수),2024,1,2026,1,10
PPL2011,행정학개론,H0003666,행정학과,727,전공기초(필수),2024,1,2026,1,3
PPL2013,현대사상의주요흐름,H0002983,정책학과,722,전공심화,2024,1,2026,1,9
PPL2018,조사방법론,H0002983,정책학과,727,전공기초(필수),2024,1,2026,1,10
PPL2018,조사방법론,H0003666,행정학과,727,전공기초(필수),2024,1,2026,1,3
PPL2019,행정법학1,H0002983,정책학과,721,전공핵심,2024,1,2026,1,9
PPL2022,민사법2,H0002983,정책학과,721,전공핵심,2024,1,2024,1,4
PPL2022,민사법2,H0002983,정책학과,722,전공심화,2025,1,2026,1,6
PPL2024,행정법학2,H0002983,정책학과,721,전공핵심,2024,2,2026,2,10
PPL2027,형법학1,H0002983,정책학과,721,전공핵심,2025,2,2026,2,3
PPL2027,형법학1,H0002983,정책학과,722,전공심화,2024,2,2024,2,2
PPL3009,추리의기법,H0002983,정책학과,721,전공핵심,2024,1,2026,1,8
PPL3016,비교정치론,H0002983,정책학과,721,전공핵심,2024,1,2026,1,5
PPL3017,국제경제학,H0002983,정책학과,722,전공심화,2024,1,2026,1,8
PPL3026,행정법학3,H0002983,정책학과,722,전공심화,2025,1,2025,1,2
PPL3028,상법학,H0002983,정책학과,722,전공심화,2024,1,2026,1,5
PPL3029,사회철학의이해,H0002983,정책학과,722,전공심화,2024,2,2026,2,5
PPL3030,헌법과국가,H0002983,정책학과,721,전공핵심,2025,1,2026,1,5
PPL3030,헌법과국가,H0002983,정책학과,722,전공심화,2024,1,2024,1,2
PPL3031,헌법과공공정책,H0002983,정책학과,722,전공심화,2024,2,2026,2,5
PPL3032,정책분석통계,H0002983,정책학과,721,전공핵심,2024,1,2025,1,4
PPL3032,정책분석통계,H0002983,정책학과,722,전공심화,2026,2,2026,2,1
PPL4002,추리와문제해결,H0002983,정책학과,722,전공심화,2024,2,2026,2,7
PPL4016,현대사회의윤리적쟁점들,H0002983,정책학과,722,전공심화,2024,2,2026,2,8
PPL4018,한국경제론,H0002983,정책학과,722,전공심화,2024,2,2026,2,5
PPL4018,한국경제론,H0004360,글로벌 CEO 창업 융합전공,721,전공핵심,2024,1,2025,2,4
PPL4018,한국경제론,H0004739,글로벌한국학전공,721,전공핵심,2024,1,2024,1,1
PPL4018,한국경제론,H0005064,글로벌콘텐츠융합학부,721,전공핵심,2025,1,2026,1,2
PPL4023,민사법3,H0002983,정책학과,722,전공심화,2024,2,2026,2,5
PPL4025,한국정치학,H0002983,정책학과,722,전공심화,2024,1,2026,1,5
PPL4028,민사소송론,H0002983,정책학과,722,전공심화,2025,1,2026,1,3
PPL4029,형사소송론,H0002983,정책학과,722,전공심화,2024,2,2026,2,5
PPL4030,공공정책의계량경제학,H0002983,정책학과,722,전공심화,2024,1,2026,1,3
PPL4031,과학철학의주요쟁점,H0002983,정책학과,722,전공심화,2024,1,2026,1,5
PPL4032,형법학2,H0002983,정책학과,722,전공심화,2024,1,2026,1,5
PRE1015,인간심리학,H0002599,의예과,727,전공기초(필수),2024,2,2026,2,3
PRE1015,인간심리학,H0005006,한양인터칼리지학부,721,전공핵심,2026,1,2026,1,1
PRE1017,의료기기의이해,H0002599,의예과,721,전공핵심,2024,2,2026,2,3
PRE1018,사람.의료.사회1-1,H0002599,의예과,727,전공기초(필수),2024,1,2026,1,3
PRE1019,사람.의료.사회1-2,H0002599,의예과,721,전공핵심,2024,2,2026,2,3
PRE1021,유기화학,H0002599,의예과,727,전공기초(필수),2024,2,2026,2,3
PRE1022,의과학기초실습,H0002599,의예과,727,전공기초(필수),2024,2,2026,2,7
PRE1023,인체영양학개론,H0002599,의예과,721,전공핵심,2024,2,2026,2,3
PRE1024,의료데이터사이언스입문,H0002599,의예과,727,전공기초(필수),2024,2,2026,2,3
PRE2013,의학용어학1,H0002599,의예과,727,전공기초(필수),2024,2,2026,2,3
PRE2016,의학용어학2,H0002599,의예과,721,전공핵심,2025,1,2026,1,3
PRE2020,행동의학,H0002599,의예과,721,전공핵심,2024,1,2026,1,4
PRE2027,사람.의료.사회2-1A,H0002599,의예과,721,전공핵심,2024,1,2026,1,4
PRE2030,의과학기초연구,H0002599,의예과,727,전공기초(필수),2024,1,2026,1,5
PRE2031,사람.의료.사회2-2,H0002599,의예과,721,전공핵심,2024,2,2026,2,4
PRE2032,죽은자의이야기,H0002599,의예과,721,전공핵심,2024,1,2025,1,2
PRE2033,의학생화학입문,H0002599,의예과,721,전공핵심,2024,2,2026,2,4
PRE2034,의학생리학입문,H0002599,의예과,721,전공핵심,2024,2,2026,2,4
PRE2036,인구집단과건강,H0002599,의예과,721,전공핵심,2025,2,2026,2,3
PRE2037,의료데이터사이언스응용,H0002599,의예과,721,전공핵심,2026,1,2026,1,2
PRE2038,의료데이터사이언스통섭,H0002599,의예과,721,전공핵심,2026,2,2026,2,2
PRE2039,의공학융합연구특론,H0002599,의예과,721,전공핵심,2026,2,2026,2,1
PRE2040,융합연구프로젝트1,H0002599,의예과,721,전공핵심,2026,2,2026,2,1
PRE2041,융합연구프로젝트2,H0002599,의예과,721,전공핵심,2026,2,2026,2,1
PSD1004,국제정치학입문,H0003663,정치외교학과,727,전공기초(필수),2024,2,2026,2,3
PSD1005,외교정책의이해,H0003663,정치외교학과,721,전공핵심,2024,1,2026,1,3
PSD2002,비교정치론,H0003663,정치외교학과,727,전공기초(필수),2024,1,2026,1,3
PSD2010,한국정치외교사,H0003663,정치외교학과,727,전공기초(필수),2024,2,2026,2,3
PSD2014,유럽정치론,H0003663,정치외교학과,721,전공핵심,2024,2,2026,2,3
PSD2015,미국정치론,H0003663,정치외교학과,721,전공핵심,2025,1,2026,2,2
PSD2020,통일문제연구,H0003663,정치외교학과,722,전공심화,2024,2,2026,2,3
PSD2022,동북아국제관계,H0003663,정치외교학과,721,전공핵심,2024,1,2026,1,2
PSD2052,국제정치사,H0003663,정치외교학과,721,전공핵심,2024,1,2026,1,3
PSD2054,서양정치사상,H0003663,정치외교학과,721,전공핵심,2024,1,2026,1,3
PSD3003,한국정치론,H0003663,정치외교학과,721,전공핵심,2024,2,2026,1,3
PSD3011,정치사회학,H0003664,사회학과,722,전공심화,2024,1,2026,1,3
PSD3015,정치경제론,H0002983,정책학과,722,전공심화,2025,2,2026,2,3
PSD3019,국제협상론,H0003663,정치외교학과,721,전공핵심,2025,1,2025,1,1
PSD3021,정당과선거,H0003663,정치외교학과,721,전공핵심,2024,2,2026,2,3
PSD3022,국제관계이론,H0003663,정치외교학과,721,전공핵심,2024,2,2026,2,3
PSD3054,비교정치경제론,H0003663,정치외교학과,721,전공핵심,2024,1,2026,1,3
PSD3056,시민사회와사회운동,H0003663,정치외교학과,722,전공심화,2024,2,2026,2,3
PSD3057,국제개발협력과아프리카,H0003663,정치외교학과,721,전공핵심,2024,2,2025,2,4
PSD3058,평화와안보,H0003663,정치외교학과,721,전공핵심,2024,1,2026,1,3
PSD3059,국가발전론,H0003663,정치외교학과,722,전공심화,2024,2,2025,2,2
PSD4006,정치학방법론,H0003663,정치외교학과,721,전공핵심,2024,2,2026,2,3
PSD4016,중국의정치,H0003663,정치외교학과,722,전공심화,2024,2,2026,2,3
PSD4017,일본정치론,H0003663,정치외교학과,721,전공핵심,2024,2,2026,2,3
PSD4019,국제정치경제론,H0003663,정치외교학과,721,전공핵심,2025,2,2026,2,2
PSD4020,러시아정치론,H0003663,정치외교학과,722,전공심화,2024,1,2026,1,3
PSD4024,21세기국제환경과국제관계,H0003663,정치외교학과,721,전공핵심,2024,1,2026,1,3
PSD4025,북한의정치와사회,H0003663,정치외교학과,721,전공핵심,2024,1,2026,1,3
PSD4027,세계화와법,H0003663,정치외교학과,722,전공심화,2024,1,2026,1,3
PSD4056,국제개발협력의거버넌스,H0003663,정치외교학과,721,전공핵심,2024,1,2026,1,3
PSD4057,아프리카와지역통합,H0003663,정치외교학과,722,전공심화,2024,1,2026,1,3
ROB2003,전기전자회로,H0005245,한양인터칼리지학부,722,전공심화,2026,2,2026,2,1
SBC0001,생활속의반도체,H0002256,서울 대학,132,타전공(일반)선택,2024,2,2026,2,5
SBC0002,반도체8대공정개론,H0002256,서울 대학,132,타전공(일반)선택,2024,2,2026,2,4
SBC0003,반도체공정과장비의이해,H0002256,서울 대학,132,타전공(일반)선택,2024,2,2026,2,5
SBC0004,반도체공정응용,H0002256,서울 대학,132,타전공(일반)선택,2024,2,2026,2,5
SBC0005,플라즈마장비,H0002256,서울 대학,132,타전공(일반)선택,2024,2,2026,2,5
SBC0006,AI반도체응용기술,H0002256,서울 대학,132,타전공(일반)선택,2025,1,2026,2,4
SBC0007,AI반도체집적화기술,H0002256,서울 대학,132,타전공(일반)선택,2025,1,2026,2,4
SBC0008,반도체부품설계공학,H0002256,서울 대학,132,타전공(일반)선택,2025,2,2026,2,3
SBC0009,AI반도체기술의이해,H0002256,서울 대학,132,타전공(일반)선택,2026,2,2026,2,1
SCE1001,반도체리더십세미나,H0004761,반도체공학과,721,전공핵심,2024,1,2026,1,3
SCE3001,반도체소자분석기술,H0004761,반도체공학과,722,전공심화,2025,1,2026,1,2
SCE3003,시스템반도체소자,H0004761,반도체공학과,722,전공심화,2026,1,2026,1,1
SCE3004,메모리반도체소자,H0004761,반도체공학과,722,전공심화,2025,2,2026,2,2
SCE3005,반도체소자공정실험,H0004761,반도체공학과,722,전공심화,2025,2,2026,2,2
SCE4002,반도체공학종합설계2,H0004761,반도체공학과,722,전공심화,2026,2,2026,2,1
SCE4003,나노전자공학,H0004761,반도체공학과,722,전공심화,2026,2,2026,2,1
SMC1006,공학프로그래밍기초,H0005006,한양인터칼리지학부,722,전공심화,2026,1,2026,1,1
SOC1055,사회학과새로운산업혁명,H0003664,사회학과,727,전공기초(필수),2024,2,2024,2,1
SOC2001,사회심리학,H0003664,사회학과,721,전공핵심,2024,2,2025,2,2
SOC2002,사회통계,H0003664,사회학과,727,전공기초(필수),2024,2,2026,2,3
SOC2003,사회변동과발전,H0003664,사회학과,722,전공심화,2024,2,2026,2,4
SOC2004,사회학사,H0003664,사회학과,727,전공기초(필수),2024,1,2026,1,3
SOC2015,사회학전공영어,H0003664,사회학과,727,전공기초(필수),2024,1,2026,1,3
SOC2016,인구의이해,H0003664,사회학과,721,전공핵심,2024,1,2026,1,4
SOC2038,사회조사방법의이해,H0003664,사회학과,727,전공기초(필수),2024,1,2026,1,3
SOC3008,문화사회학,H0003664,사회학과,722,전공심화,2024,1,2026,1,4
SOC3012,경제사회학,H0003664,사회학과,721,전공핵심,2024,1,2026,1,3
SOC3013,성의사회학,H0003664,사회학과,722,전공심화,2024,1,2026,1,3
SOC3030,질적연구방법의이해,H0003664,사회학과,721,전공핵심,2024,1,2026,1,3
SOC3031,일탈과사회통제,H0003664,사회학과,721,전공핵심,2024,1,2026,1,3
SOC3032,사회문제분석:AI와데이터사회,H0003664,사회학과,721,전공핵심,2024,2,2026,2,4
SOC3032,사회문제분석:AI와데이터사회,H0003664,사회학과,722,전공심화,2024,2,2026,2,3
SOC3033,사회복지와사회정책,H0003664,사회학과,721,전공핵심,2024,2,2025,2,2
SOC3033,사회복지와사회정책,H0003664,사회학과,722,전공심화,2024,2,2025,2,2
SOC3034,결혼과가족의사회학,H0003664,사회학과,721,전공핵심,2024,2,2026,2,3
SOC3035,데이터분석Ⅰ,H0003664,사회학과,722,전공심화,2024,2,2026,2,4
SOC3053,기업사회학,H0003664,사회학과,722,전공심화,2024,2,2026,2,6
SOC3064,사회불평등연구,H0003664,사회학과,721,전공핵심,2024,1,2024,1,1
SOC4004,사회조사실습,H0003664,사회학과,722,전공심화,2025,1,2026,1,2
SOC4007,사회조직론,H0003664,사회학과,721,전공핵심,2026,2,2026,2,1
SOC4008,현대사회학이론,H0003664,사회학과,722,전공심화,2024,2,2026,2,3
SOC4015,한국사회의이해,H0003664,사회학과,722,전공심화,2024,2,2026,2,6
SOC4027,일과직업의사회학,H0003664,사회학과,721,전공핵심,2024,2,2026,2,3
SOC4036,복지사회학,H0003664,사회학과,721,전공핵심,2024,1,2026,1,3
SOC4040,현대사회와빅데이터,H0003664,사회학과,722,전공심화,2024,2,2026,2,2
SOC4041,4차산업혁명과현대사회,H0003664,사회학과,722,전공심화,2024,2,2026,2,3
SOC4043,21세기전환의사회와기술혁신,H0003664,사회학과,722,전공심화,2024,1,2026,1,2
SOC4046,건강과사회적행동,H0003664,사회학과,722,전공심화,2025,1,2026,1,2
SOI1003,데이터사이언스기초,H0004707,데이터사이언스학부,721,전공핵심,2024,1,2025,1,2
SOI1008,데이터사이언스프로젝트,H0004707,데이터사이언스학부,721,전공핵심,2024,2,2024,2,1
SOI1009,머신러닝1,H0004707,데이터사이언스학부,721,전공핵심,2024,1,2026,1,6
SOI1010,머신러닝2,H0004707,데이터사이언스학부,721,전공핵심,2024,2,2026,2,6
SOI2007,인지신경과학,H0004707,데이터사이언스학부,721,전공핵심,2024,2,2026,2,4
SOI2008,인지과학입문,H0004707,데이터사이언스학부,722,전공심화,2026,1,2026,1,1
SOI3007,인지과학연구방법론2,H0004743,심리뇌과학전공,722,전공심화,2024,1,2026,2,3
SOI3008,인지행동모델링,H0004743,심리뇌과학전공,721,전공핵심,2024,2,2024,2,1
SOI3010,데이터사이언스연구실현장실습2,H0004744,데이터사이언스전공,722,전공심화,2024,2,2025,2,10
SOI3011,컴퓨팅사고를통한문제해결,H0004744,데이터사이언스전공,722,전공심화,2024,2,2024,2,1
SOI3012,데이터사이언스연구실현장실습1,H0004744,데이터사이언스전공,722,전공심화,2024,1,2025,1,10
SOI3013,심리뇌과학연구실현장실습1,H0004743,심리뇌과학전공,722,전공심화,2024,1,2025,1,3
SOI3014,심리뇌과학연구실현장실습2,H0004743,심리뇌과학전공,722,전공심화,2024,2,2025,2,5
SOI4004,뉴로이미징,H0004743,심리뇌과학전공,722,전공심화,2024,1,2026,1,4
SOI4005,글로벌인턴십,H0004743,심리뇌과학전공,722,전공심화,2026,1,2026,1,1
SOI4005,글로벌인턴십,H0004744,데이터사이언스전공,722,전공심화,2026,1,2026,1,1
SOI4006,인공지능프로젝트1,H0004743,심리뇌과학전공,722,전공심화,2024,1,2026,1,4
SOI4006,인공지능프로젝트1,H0004744,데이터사이언스전공,722,전공심화,2024,1,2025,1,2
SOI4007,인공지능프로젝트2,H0004743,심리뇌과학전공,722,전공심화,2024,2,2024,2,1
SOI4007,인공지능프로젝트2(캡스톤디자인),H0004744,데이터사이언스전공,722,전공심화,2024,2,2026,2,5
SOI4008,디지털헬스케어리터러시및연결,H0004744,데이터사이언스전공,722,전공심화,2024,1,2025,1,2
SOI4010,컴퓨테이셔널소셜사이언스,H0004744,데이터사이언스전공,722,전공심화,2024,1,2025,1,2
SOI4012,비정형데이터분석,H0004743,심리뇌과학전공,722,전공심화,2024,2,2024,2,1
SOI4012,비정형데이터분석,H0004744,데이터사이언스전공,722,전공심화,2025,2,2026,2,5
SOI4013,시계열데이터분석및실습,H0004743,심리뇌과학전공,722,전공심화,2024,2,2024,2,1
SOI4013,시계열데이터분석및실습,H0004744,데이터사이언스전공,722,전공심화,2025,2,2026,2,5
SOI4015,마인드풀니스와테크놀로지,H0004743,심리뇌과학전공,722,전공심화,2024,2,2026,2,3
SOI4017,데이터사이언스세미나2,H0004744,데이터사이언스전공,721,전공핵심,2026,2,2026,2,1
SOI4017,데이터사이언스세미나2,H0004744,데이터사이언스전공,722,전공심화,2026,2,2026,2,1
SOI4018,사회신경과학,H0004743,심리뇌과학전공,722,전공심화,2026,2,2026,2,1
SYB1127,정보사회학입문,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB1128,저작권과스마트폰의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB1148,커피아카데미아,H0002256,서울 대학,711,핵심교양,2024,1,2026,1,4
SYB1149,프레젠테이션기법,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,4
SYB8098,1인미디어와융합콘텐츠,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB8099,문화콘텐츠스토리텔링전략,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9030,그린IT의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9031,문화기술과사회변동,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9032,문화콘텐츠마케팅전략의수립과집행,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9035,음식과세계문화,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9036,글로벌시대의예술과가치,H0002256,서울 대학,711,핵심교양,2024,1,2026,1,5
SYB9071,21세기기업의인재상,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9082,색채심리와현대생활,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9096,성공하는문화콘텐츠소재개발전략,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9098,생활속의계약과협상,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9099,전략적의사결정과문제해결,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9102,미래소비사회와상품,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9103,행복한금융생활,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9104,현대사회와신소재,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9111,모두의스타트업코딩,H0002256,서울 대학,711,핵심교양,2024,1,2024,1,1
SYB9112,"화폐와금융의과거,현재,그리고미래",H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
SYB9124,세계도시건축,H0002256,서울 대학,711,핵심교양,2024,2,2026,2,3
SYB9125,사회복지실천과현장,H0002256,서울 대학,711,핵심교양,2025,1,2025,1,1
SYB9128,비즈니스모델디자인과린스타트업활동,H0002256,서울 대학,711,핵심교양,2024,2,2026,2,4
SYB9131,AI와첫만남-우린Data로말해,H0002256,서울 대학,711,핵심교양,2026,1,2026,2,2
SYB9132,서비스기획실전:AI활용하기,H0002256,서울 대학,711,핵심교양,2026,1,2026,2,2
SYB9133,나도콘텐츠크리에이터:AI로배우는창작,H0002256,서울 대학,711,핵심교양,2026,1,2026,2,2
SYB9134,코딩없이배우는데이터분석실무:노코드AI,H0002256,서울 대학,711,핵심교양,2026,1,2026,2,2
SYB9135,아이디어를현실로:바이브코딩,H0002256,서울 대학,711,핵심교양,2026,1,2026,2,2
SYB9136,알고리즘및컴퓨터적사고,H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
SYB9137,통계적학습및인공지능,H0002256,서울 대학,711,핵심교양,2026,1,2026,2,2
SYB9138,현실속의수학,H0002256,서울 대학,711,핵심교양,2026,1,2026,2,2
SYB9139,전자기학과미래산업,H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
SYB9140,일상속의역학:힘과운동의비밀,H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
SYB9141,생화학으로읽는몸과세계,H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
SYB9142,"세상속의화학:물질,에너지,환경",H0002256,서울 대학,711,핵심교양,2026,1,2026,2,2
SYB9145,"AI리터러시,아는것이힘이다",H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
SYB9146,AI활용의기초와윤리,H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
SYG0001,글로컬국제경영,H0004260,통상한국어커뮤니케이션전공,722,전공심화,2024,2,2026,2,3
SYG0002,직업과인력관리,H0004260,통상한국어커뮤니케이션전공,722,전공심화,2024,2,2026,2,3
SYG0003,경제와경영,H0004260,통상한국어커뮤니케이션전공,721,전공핵심,2024,1,2024,1,1
SYG0003,경제와경영,H0004260,통상한국어커뮤니케이션전공,722,전공심화,2024,1,2026,1,3
SYG0006,국제통상과마케팅,H0004260,통상한국어커뮤니케이션전공,721,전공핵심,2024,1,2026,1,4
SYH0001,사랑의실천1(한양나눔),H0002256,서울 대학,111,교양필수,2024,1,2026,2,681
SYH0002,사랑의실천2(스마트커뮤니케이션),H0002256,서울 대학,111,교양필수,2024,2,2026,2,454
SYH0003,사랑의실천3(기업가정신),H0002256,서울 대학,111,교양필수,2024,2,2026,2,222
SYH0004,사랑의실천4(미래실용인재),H0002256,서울 대학,111,교양필수,2024,1,2026,1,223
TEA3026,역사논리및논술,H0002814,사학과,742,교직전공,2025,2,2026,2,2
TEA3027,연극영화논리및논술,H0003589,연극영화학과,742,교직전공,2024,2,2026,2,3
TEA3029,수학논리및논술,H0003560,수학과,742,교직전공,2024,2,2026,2,3
TEA3033,일반사회논리및논술,H0003663,정치외교학과,742,교직전공,2024,2,2024,2,1
TEA3033,일반사회논리및논술,H0003666,행정학과,742,교직전공,2024,2,2024,2,1
TEA3034,상업논리및논술,H0002894,경영학부,742,교직전공,2024,2,2024,2,5
TEA3036,음악논리및논술,H0002738,작곡과,742,교직전공,2024,2,2026,2,15
TEA3037,체육논리및논술,H0003587,체육학과,742,교직전공,2024,2,2024,2,1
TEA3037,체육논리및논술,H0004708,스포츠사이언스전공,742,교직전공,2025,2,2026,2,2
TEA3038,관광논리및논술,H0002839,관광학부,742,교직전공,2024,2,2026,2,3
TEA3044,외국어논리및논술,H0002800,영어영문학과,742,교직전공,2024,2,2026,2,3
TEA3044,외국어논리및논술,H0002809,중어중문학과,742,교직전공,2024,2,2026,2,3
TEA3045,과학논리및논술,H0003561,물리학과,742,교직전공,2024,2,2026,2,2
TEA4021,상업교수법,H0002894,경영학부,742,교직전공,2024,2,2024,2,5
TEA5006,역사교과교육론,H0002814,사학과,742,교직전공,2024,1,2026,1,2
TEA5007,연극영화교과교육론,H0003589,연극영화학과,742,교직전공,2024,1,2026,1,3
TEA5009,수학교과교육론,H0003560,수학과,742,교직전공,2024,1,2026,1,3
TEA5013,일반사회교과교육론,H0003663,정치외교학과,742,교직전공,2024,1,2024,1,1
TEA5014,상업교과교육론,H0002894,경영학부,742,교직전공,2025,1,2025,1,5
TEA5016,음악교과교육론,H0002738,작곡과,742,교직전공,2024,1,2026,1,15
TEA5017,체육교과교육론,H0004708,스포츠사이언스전공,742,교직전공,2024,1,2026,1,3
TEA5020,관광교과교육론,H0002839,관광학부,742,교직전공,2024,1,2026,1,2
TEA5021,과학교과교육론,H0003561,물리학과,742,교직전공,2024,1,2026,1,3
TEA5022,외국어교과교육론,H0002800,영어영문학과,742,교직전공,2024,1,2026,1,4
TEA5022,외국어교과교육론,H0002809,중어중문학과,742,교직전공,2024,1,2026,1,3
TEA6006,역사교과교재연구및지도,H0002814,사학과,742,교직전공,2024,1,2026,1,3
TEA6007,연극영화교과교재연구및지도,H0003589,연극영화학과,742,교직전공,2025,1,2026,1,2
TEA6009,수학교과교재연구및지도,H0003560,수학과,742,교직전공,2025,1,2025,1,1
TEA6014,상업교과교재연구및지도,H0002894,경영학부,742,교직전공,2025,1,2025,1,5
TEA6016,음악교과교재연구및지도,H0002738,작곡과,742,교직전공,2024,1,2026,1,15
