course_no,course_name,parse_status,grade_row_count,term_count,department_count,latest_year,latest_term,pdf_path,pdf_exists,issues
D-C3095,뮤지컬액팅테크닉2,ok,15,5,1,2026,1,outputs/pdfs_full/연극영화학과__D-C3095__뮤지컬액팅테크닉2.pdf,yes,
D-C3096,영화와예술의상호매체성,ok,32,5,1,2026,1,outputs/pdfs_full/연극영화학과__D-C3096__영화와예술의상호매체성.pdf,yes,
D-C3097,장편시나리오의이해,ok,12,4,1,2025,2,outputs/pdfs_full/연극영화학과__D-C3097__장편시나리오의이해.pdf,yes,
D-C3098,뉴미디어콘텐츠액팅&디렉팅실습,ok,12,4,1,2025,2,outputs/pdfs_full/연극영화학과__D-C3098__뉴미디어콘텐츠액팅&디렉팅실습.pdf,yes,
D-C4019,교육연극론,ok,20,4,1,2016,1,outputs/pdfs_full/연극영화학과__D-C4019__교육연극론.pdf,yes,
D-C4031,영상산업과경영론,ok,24,5,1,2018,1,outputs/pdfs_full/연극영화학과__D-C4031__영상산업과경영론.pdf,yes,
D-C4032,현대영화세미나,ok,23,5,1,2018,2,outputs/pdfs_full/연극영화학과__D-C4032__현대영화세미나.pdf,yes,
D-C4034,연극제작실습5,ok,19,5,1,2022,1,outputs/pdfs_full/연극영화학과__D-C4034__연극제작실습5.pdf,yes,
D-C4035,연극제작실습6,ok,18,5,1,2022,2,outputs/pdfs_full/연극영화학과__D-C4035__연극제작실습6.pdf,yes,
D-C4036,고급연기3,ok,20,5,1,2018,2,outputs/pdfs_full/연극영화학과__D-C4036__고급연기3.pdf,yes,
D-C4038,영화제작4,ok,19,5,1,2018,1,outputs/pdfs_full/연극영화학과__D-C4038__영화제작4.pdf,yes,
D-C4039,영화제작5,ok,13,5,1,2018,2,outputs/pdfs_full/연극영화학과__D-C4039__영화제작5.pdf,yes,
D-C4059,공연예술감상,ok,30,5,1,2014,1,outputs/pdfs_seoul_university/서울_대학__D-C4059__공연예술감상.pdf,yes,
D-C4077,현대사회의쟁점과영화창작,ok,24,5,1,2026,1,outputs/pdfs_full/연극영화학과__D-C4077__현대사회의쟁점과영화창작.pdf,yes,
D-C4080,액팅테크닉4,ok,23,5,1,2026,1,outputs/pdfs_full/연극영화학과__D-C4080__액팅테크닉4.pdf,yes,
D-C4081,연출과디자인세미나5,ok,20,5,1,2026,1,outputs/pdfs_full/연극영화학과__D-C4081__연출과디자인세미나5.pdf,yes,
D-C4082,고급영화제작워크숍1,ok,17,5,1,2026,1,outputs/pdfs_full/연극영화학과__D-C4082__고급영화제작워크숍1.pdf,yes,
D-C4083,연출과디자인세미나6,ok,19,4,1,2025,2,outputs/pdfs_full/연극영화학과__D-C4083__연출과디자인세미나6.pdf,yes,
D-C4084,캡스톤디자인(창작희곡콘텐츠개발),ok,19,4,1,2025,2,outputs/pdfs_full/연극영화학과__D-C4084__캡스톤디자인(창작희곡콘텐츠개발).pdf,yes,
D-C4085,고급영화제작워크숍2,ok,13,4,1,2025,2,outputs/pdfs_full/연극영화학과__D-C4085__고급영화제작워크숍2.pdf,yes,
D-C4086,희곡작법,ok,17,3,1,2018,1,outputs/pdfs_full/연극영화학과__D-C4086__희곡작법.pdf,yes,
D-C4087,뮤지컬액팅테크닉3,ok,6,3,1,2025,2,outputs/pdfs_full/연극영화학과__D-C4087__뮤지컬액팅테크닉3.pdf,yes,
D-C4088,영상미디어산업연구,ok,15,3,1,2025,2,outputs/pdfs_full/연극영화학과__D-C4088__영상미디어산업연구.pdf,yes,
D-C4089,뉴미디어융합공연제작실습,ok,10,5,1,2026,1,outputs/pdfs_full/연극영화학과__D-C4089__뉴미디어융합공연제작실습.pdf,yes,
D-C4090,뉴미디어와이머시브씨어터,ok,24,4,1,2025,2,outputs/pdfs_full/연극영화학과__D-C4090__뉴미디어와이머시브씨어터.pdf,yes,
D-C4091,블랜디드온씨어터,ok,5,3,1,2025,2,outputs/pdfs_full/연극영화학과__D-C4091__블랜디드온씨어터.pdf,yes,
D-C4092,인공지능융합공연창작,ok,6,2,1,2025,2,outputs/pdfs_full/연극영화학과__D-C4092__인공지능융합공연창작.pdf,yes,
DAN1001,한국무용1,ok,12,5,1,2026,1,outputs/pdfs_full/무용학과__DAN1001__한국무용1.pdf,yes,
DAN1002,한국무용2,ok,10,4,1,2025,2,outputs/pdfs_full/무용학과__DAN1002__한국무용2.pdf,yes,
DAN1003,현대무용1,ok,28,5,1,2026,1,outputs/pdfs_full/무용학과__DAN1003__현대무용1.pdf,yes,
DAN1004,현대무용2,ok,22,4,1,2025,2,outputs/pdfs_full/무용학과__DAN1004__현대무용2.pdf,yes,
DAN1008,무용즉흥,ok,12,4,1,2025,2,outputs/pdfs_full/무용학과__DAN1008__무용즉흥.pdf,yes,
DAN1037,필라테스,ok,4,4,1,2026,1,outputs/pdfs_seoul_university/서울_대학__DAN1037__필라테스.pdf,yes,
DAN1047,필라테스와이미지,not_found,0,0,1,,,outputs/pdfs_full/무용학과__DAN1047__필라테스와이미지.pdf,yes,missing_grade_rows
DAN1048,무용필라테스,ok,8,4,1,2025,2,outputs/pdfs_full/무용학과__DAN1048__무용필라테스.pdf,yes,
DAN1049,움직임의원리,ok,15,3,1,2015,1,outputs/pdfs_full/무용학과__DAN1049__움직임의원리.pdf,yes,
DAN1051,춤과의상,ok,16,3,1,2015,1,outputs/pdfs_full/무용학과__DAN1051__춤과의상.pdf,yes,
DAN1052,춤과이미지,ok,9,4,1,2025,2,outputs/pdfs_full/무용학과__DAN1052__춤과이미지.pdf,yes,
DAN1053,전통타악실기,ok,12,3,1,2015,1,outputs/pdfs_full/무용학과__DAN1053__전통타악실기.pdf,yes,
DAN1054,사회무용의연구,not_found,0,0,1,,,outputs/pdfs_full/무용학과__DAN1054__사회무용의연구.pdf,yes,missing_grade_rows
DAN1061,한국춤의역사,ok,24,4,1,2025,2,outputs/pdfs_full/무용학과__DAN1061__한국춤의역사.pdf,yes,
DAN1062,무용음악실습과편집,ok,20,4,1,2025,2,outputs/pdfs_full/무용학과__DAN1062__무용음악실습과편집.pdf,yes,
DAN1063,전공레파토리1,ok,18,5,1,2026,1,outputs/pdfs_full/무용학과__DAN1063__전공레파토리1.pdf,yes,
DAN1064,춤교육의이론과실제,ok,22,4,1,2025,2,outputs/pdfs_full/무용학과__DAN1064__춤교육의이론과실제.pdf,yes,
DAN1065,전공레파토리2.정기공연,ok,14,4,1,2025,2,outputs/pdfs_full/무용학과__DAN1065__전공레파토리2.정기공연.pdf,yes,
DAN2001,한국무용3,ok,8,5,1,2026,1,outputs/pdfs_full/무용학과__DAN2001__한국무용3.pdf,yes,
DAN2002,한국무용4,ok,5,4,1,2025,2,outputs/pdfs_full/무용학과__DAN2002__한국무용4.pdf,yes,
DAN2003,현대무용3,ok,24,5,1,2026,1,outputs/pdfs_full/무용학과__DAN2003__현대무용3.pdf,yes,
DAN2004,현대무용4,ok,18,4,1,2025,2,outputs/pdfs_full/무용학과__DAN2004__현대무용4.pdf,yes,
DAN2005,발레1,ok,18,5,1,2026,1,outputs/pdfs_full/무용학과__DAN2005__발레1.pdf,yes,
DAN2006,발레2,ok,21,4,1,2025,2,outputs/pdfs_full/무용학과__DAN2006__발레2.pdf,yes,
DAN2007,무용개론,ok,30,5,1,2026,1,outputs/pdfs_full/무용학과__DAN2007__무용개론.pdf,yes,
DAN2015,서양무용사,ok,22,4,1,2025,2,outputs/pdfs_full/무용학과__DAN2015__서양무용사.pdf,yes,
DAN2016,동양무용사,ok,28,4,1,2016,1,outputs/pdfs_full/무용학과__DAN2016__동양무용사.pdf,yes,
DAN2019,무용심리,ok,18,4,1,2025,2,outputs/pdfs_full/무용학과__DAN2019__무용심리.pdf,yes,
DAN2020,동작분석및표현,ok,19,4,1,2025,2,outputs/pdfs_full/무용학과__DAN2020__동작분석및표현.pdf,yes,
DAN2021,무용구성법,ok,29,4,1,2016,1,outputs/pdfs_full/무용학과__DAN2021__무용구성법.pdf,yes,
DAN2028,예술의이해,ok,22,4,1,2025,2,outputs/pdfs_full/무용학과__DAN2028__예술의이해.pdf,yes,
DAN2037,댄스스포츠,ok,21,4,1,2016,2,outputs/pdfs_full/무용학과__DAN2037__댄스스포츠.pdf,yes,
DAN2047,동양무용음악연구,ok,18,3,1,2015,1,outputs/pdfs_full/무용학과__DAN2047__동양무용음악연구.pdf,yes,
DAN2048,서양무용음악연구,not_found,0,0,1,,,outputs/pdfs_full/무용학과__DAN2048__서양무용음악연구.pdf,yes,missing_grade_rows
DAN2052,무용교육현장리서치,ok,17,4,1,2025,2,outputs/pdfs_full/무용학과__DAN2052__무용교육현장리서치.pdf,yes,
DAN2053,무용동작기보법,ok,18,4,1,2016,1,outputs/pdfs_full/무용학과__DAN2053__무용동작기보법.pdf,yes,
DAN2054,아동무용교육개발연구,ok,20,4,1,2016,2,outputs/pdfs_full/무용학과__DAN2054__아동무용교육개발연구.pdf,yes,
DAN2058,춤과미디어,ok,17,4,1,2025,2,outputs/pdfs_full/무용학과__DAN2058__춤과미디어.pdf,yes,
DAN2059,전공레파토리3.창작발표회,ok,17,5,1,2026,1,outputs/pdfs_full/무용학과__DAN2059__전공레파토리3.창작발표회.pdf,yes,
DAN2060,전공레파토리4.정기공연,ok,11,4,1,2025,2,outputs/pdfs_full/무용학과__DAN2060__전공레파토리4.정기공연.pdf,yes,
DAN2063,문화예술활성화연구,ok,23,5,1,2026,1,outputs/pdfs_full/무용학과__DAN2063__문화예술활성화연구.pdf,yes,
DAN2064,사회문화예술교육개발연구,ok,10,4,1,2025,2,outputs/pdfs_full/무용학과__DAN2064__사회문화예술교육개발연구.pdf,yes,
DAN2065,무용교육과정연구,ok,24,5,1,2026,1,outputs/pdfs_full/무용학과__DAN2065__무용교육과정연구.pdf,yes,
DAN3005,발레3,ok,19,5,1,2026,1,outputs/pdfs_full/무용학과__DAN3005__발레3.pdf,yes,
DAN3006,발레4,ok,12,4,1,2025,2,outputs/pdfs_full/무용학과__DAN3006__발레4.pdf,yes,
DAN3013,무용교육론,ok,29,5,1,2018,1,outputs/pdfs_full/무용학과__DAN3013__무용교육론.pdf,yes,
DAN3028,무용전공실기1,ok,22,5,1,2026,1,outputs/pdfs_full/무용학과__DAN3028__무용전공실기1.pdf,yes,
DAN3029,무용전공실기2,ok,18,4,1,2025,2,outputs/pdfs_full/무용학과__DAN3029__무용전공실기2.pdf,yes,
DAN3044,무용측정평가,ok,24,5,1,2018,1,outputs/pdfs_full/무용학과__DAN3044__무용측정평가.pdf,yes,
DAN3057,무용연기,ok,22,5,1,2018,2,outputs/pdfs_full/무용학과__DAN3057__무용연기.pdf,yes,
DAN3058,무용전공실기5,ok,16,5,1,2026,1,outputs/pdfs_full/무용학과__DAN3058__무용전공실기5.pdf,yes,
DAN3059,무용전공실기6,ok,11,4,1,2025,2,outputs/pdfs_full/무용학과__DAN3059__무용전공실기6.pdf,yes,
DAN3060,무용의학,ok,17,3,1,2015,2,outputs/pdfs_full/무용학과__DAN3060__무용의학.pdf,yes,
DAN3067,무용분장법,ok,15,3,1,2015,2,outputs/pdfs_full/무용학과__DAN3067__무용분장법.pdf,yes,
DAN3069,서양의전통과예술이론,ok,29,5,1,2017,1,outputs/pdfs_full/무용학과__DAN3069__서양의전통과예술이론.pdf,yes,
DAN3070,실기워크샵,ok,14,4,1,2025,2,outputs/pdfs_full/무용학과__DAN3070__실기워크샵.pdf,yes,
DAN3071,스테이지디자인,ok,28,5,1,2026,1,outputs/pdfs_full/무용학과__DAN3071__스테이지디자인.pdf,yes,
DAN3074,무용교수워크샵,ok,16,5,1,2026,1,outputs/pdfs_full/무용학과__DAN3074__무용교수워크샵.pdf,yes,
DAN3075,동양의전통과예술이론,ok,29,5,1,2017,2,outputs/pdfs_full/무용학과__DAN3075__동양의전통과예술이론.pdf,yes,
DAN3076,무용공연프로젝트,ok,15,4,1,2025,2,outputs/pdfs_full/무용학과__DAN3076__무용공연프로젝트.pdf,yes,
DAN3077,무용작품해설,ok,12,5,1,2026,1,outputs/pdfs_full/무용학과__DAN3077__무용작품해설.pdf,yes,
DAN3079,사회무용교육방법론,ok,15,5,1,2026,1,outputs/pdfs_full/무용학과__DAN3079__사회무용교육방법론.pdf,yes,
DAN3080,무용진로특강,ok,14,4,1,2025,2,outputs/pdfs_full/무용학과__DAN3080__무용진로특강.pdf,yes,
DAN3081,웰빙무용프로그램개발,ok,16,4,1,2025,2,outputs/pdfs_full/무용학과__DAN3081__웰빙무용프로그램개발.pdf,yes,
DAN3088,춤공연연출,ok,21,5,1,2026,1,outputs/pdfs_full/무용학과__DAN3088__춤공연연출.pdf,yes,
DAN3089,전공레파토리5.창작발표회,ok,16,5,1,2026,1,outputs/pdfs_full/무용학과__DAN3089__전공레파토리5.창작발표회.pdf,yes,
DAN3091,전공레파토리6.정기공연,ok,12,4,1,2025,2,outputs/pdfs_full/무용학과__DAN3091__전공레파토리6.정기공연.pdf,yes,
DAN3097,무용예술경영,ok,11,2,1,2017,2,outputs/pdfs_full/무용학과__DAN3097__무용예술경영.pdf,yes,
DAN4007,창작론,ok,24,4,1,2025,2,outputs/pdfs_full/무용학과__DAN4007__창작론.pdf,yes,
DAN4008,무용미학,ok,26,5,1,2017,2,outputs/pdfs_full/무용학과__DAN4008__무용미학.pdf,yes,
DAN4012,무용전공실기3,ok,14,5,1,2026,1,outputs/pdfs_full/무용학과__DAN4012__무용전공실기3.pdf,yes,
DAN4013,무용전공실기4,ok,13,4,1,2025,2,outputs/pdfs_full/무용학과__DAN4013__무용전공실기4.pdf,yes,
DAN4022,무용요법,ok,31,5,1,2018,2,outputs/pdfs_full/무용학과__DAN4022__무용요법.pdf,yes,
DAN4025,무용교수법,ok,26,5,1,2018,2,outputs/pdfs_full/무용학과__DAN4025__무용교수법.pdf,yes,
DAN4026,무용사회학,ok,20,4,1,2016,2,outputs/pdfs_full/무용학과__DAN4026__무용사회학.pdf,yes,
DAN4049,무용비평,ok,24,5,1,2018,2,outputs/pdfs_full/무용학과__DAN4049__무용비평.pdf,yes,
DAN4051,무용학연구,ok,23,5,1,2017,1,outputs/pdfs_full/무용학과__DAN4051__무용학연구.pdf,yes,
DAN4052,무용전공실기7,ok,15,5,1,2026,1,outputs/pdfs_full/무용학과__DAN4052__무용전공실기7.pdf,yes,
DAN4053,무용전공실기8,ok,14,4,1,2025,2,outputs/pdfs_full/무용학과__DAN4053__무용전공실기8.pdf,yes,
DAN4062,실기워크샵2,ok,14,5,1,2017,2,outputs/pdfs_full/무용학과__DAN4062__실기워크샵2.pdf,yes,
DAN4063,인류와춤의발상,ok,18,5,1,2026,1,outputs/pdfs_full/무용학과__DAN4063__인류와춤의발상.pdf,yes,
DAN4064,국제발레교사자격증코스1,ok,13,5,1,2026,1,outputs/pdfs_full/무용학과__DAN4064__국제발레교사자격증코스1.pdf,yes,
DAN4065,무형문화재춤분석,ok,29,5,1,2018,1,outputs/pdfs_full/무용학과__DAN4065__무형문화재춤분석.pdf,yes,
DAN4067,인턴십과정,ok,12,5,1,2026,1,outputs/pdfs_full/무용학과__DAN4067__인턴십과정.pdf,yes,
DAN4068,국제발레교사자격증코스2,ok,7,4,1,2025,2,outputs/pdfs_full/무용학과__DAN4068__국제발레교사자격증코스2.pdf,yes,
DAN4071,무용수의건강과영양,ok,23,5,1,2026,1,outputs/pdfs_full/무용학과__DAN4071__무용수의건강과영양.pdf,yes,
DAN4079,춤공연마케팅전략연구,ok,13,5,1,2026,1,outputs/pdfs_full/무용학과__DAN4079__춤공연마케팅전략연구.pdf,yes,
DAN4080,전공레파토리7.졸업작품Showcase,ok,18,5,1,2026,1,outputs/pdfs_full/무용학과__DAN4080__전공레파토리7.졸업작품Showcase.pdf,yes,
DAN4082,전공레파토리8.졸업작품Performance,ok,15,4,1,2025,2,outputs/pdfs_full/무용학과__DAN4082__전공레파토리8.졸업작품Performance.pdf,yes,
DAN4086,성인발레지도법,ok,16,5,1,2026,1,outputs/pdfs_full/무용학과__DAN4086__성인발레지도법.pdf,yes,
DAN4087,유아발레지도법,ok,12,4,1,2025,2,outputs/pdfs_full/무용학과__DAN4087__유아발레지도법.pdf,yes,
DBC2001,생화학1,ok,26,4,2,2026,1,outputs/pdfs_full/화학과__DBC2001__생화학1.pdf,yes,
DBC2002,생화학2,ok,25,4,2,2026,1,outputs/pdfs_full/화학과__DBC2002__생화학2.pdf,yes,
DBC2010,생화학실험,ok,16,5,1,2026,1,outputs/pdfs_full/화학과__DBC2010__생화학실험.pdf,yes,
DBC3011,생물리학,ok,17,4,1,2025,2,outputs/pdfs_full/의예과__DBC3011__생물리학.pdf,yes,
DBC4023,생물정보학,ok,9,4,1,2026,1,outputs/pdfs_full/생명과학과__DBC4023__생물정보학.pdf,yes,
DBC4028,시스템생물학,ok,6,1,1,2026,1,outputs/pdfs_full/생명과학과__DBC4028__시스템생물학.pdf,yes,
DCC2030,디지털마케팅,ok,19,4,1,2026,1,outputs/pdfs_full/글로벌_CEO_창업_융합전공__DCC2030__디지털마케팅.pdf,yes,
DCE2005,수영,ok,11,5,2,2026,1,outputs/pdfs_full/체육학과__DCE2005__수영.pdf,yes,
DCE2016,건강교육,ok,26,5,2,2025,2,outputs/pdfs_full/체육학과__DCE2016__건강교육.pdf,yes,
DCE2018,운동생리1,ok,25,5,3,2026,1,outputs/pdfs_full/체육학과__DCE2018__운동생리1.pdf,yes,
DCE2019,운동생리2,ok,18,5,2,2024,2,outputs/pdfs_full/체육학과__DCE2019__운동생리2.pdf,yes,
DCE3002,스포츠심리,ok,21,5,2,2026,1,outputs/pdfs_full/체육학과__DCE3002__스포츠심리.pdf,yes,
DCE3003,골프,ok,2,1,2,2018,1,outputs/pdfs_full/체육학과__DCE3003__골프.pdf,yes,
DCE3005,트레이닝방법론,ok,17,5,2,2025,1,outputs/pdfs_full/체육학과__DCE3005__트레이닝방법론.pdf,yes,
DCE3030,운동학습및제어,ok,14,4,1,2021,1,outputs/pdfs_full/체육학과__DCE3030__운동학습및제어.pdf,yes,
DCE4002,스포츠사회학,ok,26,4,4,2025,2,outputs/pdfs_full/체육학과__DCE4002__스포츠사회학.pdf,yes,
DCE4005,배드민턴,ok,5,5,2,2026,1,outputs/pdfs_full/체육학과__DCE4005__배드민턴.pdf,yes,
DCE4027,운동처방,ok,23,5,2,2026,1,outputs/pdfs_full/체육학과__DCE4027__운동처방.pdf,yes,
DCE4028,스포츠행정관리,ok,21,5,1,2018,2,outputs/pdfs_full/스포츠산업학과__DCE4028__스포츠행정관리.pdf,yes,
DEE1007,영어의사소통의기초,ok,13,4,1,2025,2,outputs/pdfs_full/영어교육과__DEE1007__영어의사소통의기초.pdf,yes,
DEE1015,영어쓰기의기초,ok,21,4,1,2025,2,outputs/pdfs_full/영어교육과__DEE1015__영어쓰기의기초.pdf,yes,
DEE1016,학교문법,ok,23,5,1,2026,1,outputs/pdfs_full/영어교육과__DEE1016__학교문법.pdf,yes,
DEE2011,영어읽기의기초,ok,25,5,2,2026,1,outputs/pdfs_full/영어교육과__DEE2011__영어읽기의기초.pdf,yes,
DEE2015,영어음성학연구,ok,19,4,1,2025,2,outputs/pdfs_full/영어교육과__DEE2015__영어음성학연구.pdf,yes,
DEE2016,영어읽기연습,ok,18,5,1,2015,1,outputs/pdfs_full/영어교육과__DEE2016__영어읽기연습.pdf,yes,
DEE2020,영어쓰기연습,ok,20,5,1,2025,1,outputs/pdfs_full/영어교육과__DEE2020__영어쓰기연습.pdf,yes,
DEE2023,영어교육현장연구,ok,7,2,1,2018,1,outputs/pdfs_full/영어교육과__DEE2023__영어교육현장연구.pdf,yes,
DEE2030,영어학과영어교육,ok,24,4,2,2025,2,outputs/pdfs_full/영어영문학과__DEE2030__영어학과영어교육.pdf,yes,
DEE2032,영문학과영어교육,ok,20,5,1,2026,1,outputs/pdfs_full/영어교육과__DEE2032__영문학과영어교육.pdf,yes,
DEE2033,영어음운론연구,ok,16,4,1,2025,2,outputs/pdfs_full/영어교육과__DEE2033__영어음운론연구.pdf,yes,
DEE2034,학교문법2,ok,21,5,1,2016,1,outputs/pdfs_full/영어교육과__DEE2034__학교문법2.pdf,yes,
DEE2035,다문화사회의영어교육,ok,23,5,1,2025,2,outputs/pdfs_full/영어교육과__DEE2035__다문화사회의영어교육.pdf,yes,
DEE2036,글로벌영어커뮤니케이션,ok,16,4,1,2025,2,outputs/pdfs_full/영어교육과__DEE2036__글로벌영어커뮤니케이션.pdf,yes,
DEE2043,영어교육학개론,ok,23,5,1,2026,1,outputs/pdfs_full/영어교육과__DEE2043__영어교육학개론.pdf,yes,
DEE2044,영어활동실습1,ok,2,2,1,2016,1,outputs/pdfs_full/영어교육과__DEE2044__영어활동실습1.pdf,yes,
DEE2045,영국문학과영어교육1,ok,13,3,1,2016,2,outputs/pdfs_full/영어교육과__DEE2045__영국문학과영어교육1.pdf,yes,
DEE2046,영어활동실습2,ok,4,3,1,2016,2,outputs/pdfs_full/영어교육과__DEE2046__영어활동실습2.pdf,yes,
DEE2053,글로벌시대의문화적감수성,not_found,0,0,1,,,outputs/pdfs_full/영어교육과__DEE2053__글로벌시대의문화적감수성.pdf,yes,missing_grade_rows
DEE3002,언어와문화,ok,32,5,1,2019,1,outputs/pdfs_seoul_university/서울_대학__DEE3002__언어와문화.pdf,yes,
DEE3011,영어통사론,ok,22,5,2,2026,1,outputs/pdfs_full/영어영문학과__DEE3011__영어통사론.pdf,yes,
DEE3018,영어과교육론,ok,19,4,1,2025,2,outputs/pdfs_full/영어교육과__DEE3018__영어과교육론.pdf,yes,
DEE3021,영어교육과테크놀로지,ok,12,5,1,2026,1,outputs/pdfs_full/영어교육과__DEE3021__영어교육과테크놀로지.pdf,yes,
DEE3022,영어교수의원리,ok,25,5,1,2026,1,outputs/pdfs_full/영어교육과__DEE3022__영어교수의원리.pdf,yes,
DEE3035,영어변천사,ok,24,5,1,2021,1,outputs/pdfs_full/영어교육과__DEE3035__영어변천사.pdf,yes,
DEE3042,영어습득론,ok,21,5,1,2026,1,outputs/pdfs_full/영어교육과__DEE3042__영어습득론.pdf,yes,
DEE3045,영어읽기지도,ok,20,5,1,2017,1,outputs/pdfs_full/영어교육과__DEE3045__영어읽기지도.pdf,yes,
DEE3046,영어쓰기지도,ok,23,5,1,2017,2,outputs/pdfs_full/영어교육과__DEE3046__영어쓰기지도.pdf,yes,
DEE3047,다문화사회와영어,ok,21,5,1,2017,1,outputs/pdfs_full/영어교육과__DEE3047__다문화사회와영어.pdf,yes,
DEE3048,세계의영어,ok,18,5,1,2015,2,outputs/pdfs_full/영어교육과__DEE3048__세계의영어.pdf,yes,
DEE3049,영국문학과영어교육2,ok,14,3,1,2017,1,outputs/pdfs_full/영어교육과__DEE3049__영국문학과영어교육2.pdf,yes,
DEE3050,영어교수의실제,ok,14,5,1,2026,1,outputs/pdfs_full/영어교육과__DEE3050__영어교수의실제.pdf,yes,
DEE3051,미국문학과영어교육,ok,2,1,1,2017,2,outputs/pdfs_full/영어교육과__DEE3051__미국문학과영어교육.pdf,yes,
DEE3052,사회언어학과영어교육,ok,13,4,1,2025,2,outputs/pdfs_full/영어교육과__DEE3052__사회언어학과영어교육.pdf,yes,
DEE3053,영어리터러시,ok,14,5,1,2026,1,outputs/pdfs_full/영어교육과__DEE3053__영어리터러시.pdf,yes,
DEE3054,영어구문연구,not_found,0,0,1,,,outputs/pdfs_full/영어교육과__DEE3054__영어구문연구.pdf,yes,missing_grade_rows
DEE3055,영어연극과글로벌역량,not_found,0,0,1,,,outputs/pdfs_full/영어교육과__DEE3055__영어연극과글로벌역량.pdf,yes,missing_grade_rows
DEE3056,AI활용영어텍스트분석,not_found,0,0,1,,,outputs/pdfs_full/영어교육과__DEE3056__AI활용영어텍스트분석.pdf,yes,missing_grade_rows
DEE3057,시네마휴머니즘,not_found,0,0,1,,,outputs/pdfs_full/영어교육과__DEE3057__시네마휴머니즘.pdf,yes,missing_grade_rows
DEE4007,영어교육특강,ok,12,4,1,2022,2,outputs/pdfs_full/영어교육과__DEE4007__영어교육특강.pdf,yes,
DEE4031,영어과교육과정과교재연구,ok,17,4,1,2025,2,outputs/pdfs_full/영어교육과__DEE4031__영어과교육과정과교재연구.pdf,yes,
DEE4032,영어평가의실제,ok,14,5,1,2026,1,outputs/pdfs_full/영어교육과__DEE4032__영어평가의실제.pdf,yes,
DEE4033,교실영어연습,ok,10,5,1,2026,1,outputs/pdfs_full/영어교육과__DEE4033__교실영어연습.pdf,yes,
DEE4039,영어커뮤니케이션지도,ok,13,4,1,2015,2,outputs/pdfs_full/영어교육과__DEE4039__영어커뮤니케이션지도.pdf,yes,
DEE4040,AI와영어논리논술,ok,15,4,1,2025,2,outputs/pdfs_full/영어교육과__DEE4040__AI와영어논리논술.pdf,yes,
DEE4044,영어교수법특강,ok,3,1,1,2018,2,outputs/pdfs_full/영어교육과__DEE4044__영어교수법특강.pdf,yes,
DEE4045,영어교과교실수업연구,ok,1,1,1,2023,2,outputs/pdfs_full/영어교육과__DEE4045__영어교과교실수업연구.pdf,yes,
DEE4047,영미고전과삶의가치,not_found,0,0,1,,,outputs/pdfs_full/영어교육과__DEE4047__영미고전과삶의가치.pdf,yes,missing_grade_rows
DET1002,뉴미디어문화론,ok,15,3,1,2015,2,outputs/pdfs_full/교육공학과__DET1002__뉴미디어문화론.pdf,yes,
DET1003,HRD개론,ok,16,4,1,2025,2,outputs/pdfs_full/교육공학과__DET1003__HRD개론.pdf,yes,
DET1004,교육공학이론과실제,ok,13,5,1,2026,1,outputs/pdfs_full/교육공학과__DET1004__교육공학이론과실제.pdf,yes,
DET1005,첨단미디어학습환경설계,ok,7,4,1,2023,1,outputs/pdfs_full/교육공학과__DET1005__첨단미디어학습환경설계.pdf,yes,
DET1006,학습과학의이론적기초,not_found,0,0,1,,,outputs/pdfs_full/교육공학과__DET1006__학습과학의이론적기초.pdf,yes,missing_grade_rows
DET2004,학습심리,ok,18,5,2,2020,1,outputs/pdfs_full/교육학과__DET2004__학습심리.pdf,yes,
DET2013,교수설계모형,ok,18,5,1,2014,1,outputs/pdfs_full/교육공학과__DET2013__교수설계모형.pdf,yes,
DET2014,교수설계,ok,14,4,1,2025,2,outputs/pdfs_full/교육공학과__DET2014__교수설계.pdf,yes,
DET2021,교육공학전공영어,ok,21,5,1,2015,1,outputs/pdfs_full/교육공학과__DET2021__교육공학전공영어.pdf,yes,
DET2024,HRD와변화의예술,ok,12,4,1,2025,2,outputs/pdfs_full/교육공학과__DET2024__HRD와변화의예술.pdf,yes,
DET2025,글로벌HRD동향,ok,12,5,1,2024,2,outputs/pdfs_full/교육공학과__DET2025__글로벌HRD동향.pdf,yes,
DET2026,최신교수설계모형,ok,1,1,1,2012,1,outputs/pdfs_full/교육공학과__DET2026__최신교수설계모형.pdf,yes,
DET2028,뉴미디어학습컨텐츠개발,ok,11,5,1,2026,1,outputs/pdfs_full/교육공학과__DET2028__뉴미디어학습컨텐츠개발.pdf,yes,
DET2029,커뮤니케이션혁신교육론,ok,12,5,1,2026,1,outputs/pdfs_full/교육공학과__DET2029__커뮤니케이션혁신교육론.pdf,yes,
DET2030,휴먼컴퓨터인터랙션HCI디자인,ok,8,2,1,2015,2,outputs/pdfs_full/교육공학과__DET2030__휴먼컴퓨터인터랙션HCI디자인.pdf,yes,
DET2031,디지털트렌스포메이션시대스마트러닝설계및개발,ok,4,2,1,2023,2,outputs/pdfs_full/교육공학과__DET2031__디지털트렌스포메이션시대스마트러닝설계및개발.pdf,yes,
DET2037,학습전이평가모형개발,ok,13,4,1,2020,1,outputs/pdfs_full/교육공학과__DET2037__학습전이평가모형개발.pdf,yes,
DET2038,4차산업혁명시대의인재경영론,ok,14,5,1,2025,2,outputs/pdfs_full/교육공학과__DET2038__4차산업혁명시대의인재경영론.pdf,yes,
