course_no,course_name,canonical_dept_code,canonical_dept_name,opening_dept,year_term_range,first_year,first_term,latest_year,latest_term,grade_row_count,term_count,department_count,pdf_path,parse_status
D-C3092,무대의상제작실습2,H0003589,연극영화학과,연극영화학과,2016/1 ~ 2017/2,2016,2,2017,2,7,2,1,outputs/pdfs_full/연극영화학과__D-C3092__무대의상제작실습2.pdf,ok
D-C3093,영화프로듀싱1,H0003589,연극영화학과,연극영화학과,2016/1 ~ 2017/2,2016,1,2017,1,11,2,1,outputs/pdfs_full/연극영화학과__D-C3093__영화프로듀싱1.pdf,ok
D-C3094,영화프로듀싱2,H0003589,연극영화학과,연극영화학과,2016/1 ~ 2017/2,2016,2,2017,2,13,2,1,outputs/pdfs_full/연극영화학과__D-C3094__영화프로듀싱2.pdf,ok
D-C3095,뮤지컬액팅테크닉2,H0003589,연극영화학과,연극영화학과,2022/1 ~ 2029/2,2022,1,2026,1,15,5,1,outputs/pdfs_full/연극영화학과__D-C3095__뮤지컬액팅테크닉2.pdf,ok
D-C3096,영화와예술의상호매체성,H0003589,연극영화학과,연극영화학과,2022/1 ~ 2029/2,2022,1,2026,1,32,5,1,outputs/pdfs_full/연극영화학과__D-C3096__영화와예술의상호매체성.pdf,ok
D-C3097,장편시나리오의이해,H0003589,연극영화학과,연극영화학과,2022/1 ~ 2029/2,2022,2,2025,2,12,4,1,outputs/pdfs_full/연극영화학과__D-C3097__장편시나리오의이해.pdf,ok
D-C3098,뉴미디어콘텐츠액팅&디렉팅실습,H0003589,연극영화학과,연극영화학과,2022/2 ~ 2029/2,2022,2,2025,2,12,4,1,outputs/pdfs_full/연극영화학과__D-C3098__뉴미디어콘텐츠액팅&디렉팅실습.pdf,ok
D-C4019,교육연극론,H0003589,연극영화학과,연극영화학과,2013/1 ~ 2016/2,2013,1,2016,1,20,4,1,outputs/pdfs_full/연극영화학과__D-C4019__교육연극론.pdf,ok
D-C4031,영상산업과경영론,H0003589,연극영화학과,연극영화학과,2013/1 ~ 2018/2,2014,2,2018,1,24,5,1,outputs/pdfs_full/연극영화학과__D-C4031__영상산업과경영론.pdf,ok
D-C4032,현대영화세미나,H0003589,연극영화학과,연극영화학과,2013/1 ~ 2018/2,2014,2,2018,2,23,5,1,outputs/pdfs_full/연극영화학과__D-C4032__현대영화세미나.pdf,ok
D-C4034,연극제작실습5,H0003589,연극영화학과,연극영화학과,2013/1 ~ 2022/2,2018,1,2022,1,19,5,1,outputs/pdfs_full/연극영화학과__D-C4034__연극제작실습5.pdf,ok
D-C4035,연극제작실습6,H0003589,연극영화학과,연극영화학과,2013/1 ~ 2022/2,2018,2,2022,2,18,5,1,outputs/pdfs_full/연극영화학과__D-C4035__연극제작실습6.pdf,ok
D-C4036,고급연기3,H0003589,연극영화학과,연극영화학과,2013/1 ~ 2018/2,2014,2,2018,2,20,5,1,outputs/pdfs_full/연극영화학과__D-C4036__고급연기3.pdf,ok
D-C4038,영화제작4,H0003589,연극영화학과,연극영화학과,2013/1 ~ 2018/2,2014,1,2018,1,19,5,1,outputs/pdfs_full/연극영화학과__D-C4038__영화제작4.pdf,ok
D-C4039,영화제작5,H0003589,연극영화학과,연극영화학과,2013/1 ~ 2018/2,2014,2,2018,2,13,5,1,outputs/pdfs_full/연극영화학과__D-C4039__영화제작5.pdf,ok
D-C4059,공연예술감상,H0002256,서울 대학,대학(학부/서울),2001/1 ~ 2015/2,2011,2,2014,1,30,5,1,outputs/pdfs_seoul_university/서울_대학__D-C4059__공연예술감상.pdf,ok
D-C4077,현대사회의쟁점과영화창작,H0003589,연극영화학과,연극영화학과,2016/1 ~ 2030/2,2022,2,2026,1,24,5,1,outputs/pdfs_full/연극영화학과__D-C4077__현대사회의쟁점과영화창작.pdf,ok
D-C4080,액팅테크닉4,H0003589,연극영화학과,연극영화학과,2019/1 ~ 2030/2,2022,1,2026,1,23,5,1,outputs/pdfs_full/연극영화학과__D-C4080__액팅테크닉4.pdf,ok
D-C4081,연출과디자인세미나5,H0003589,연극영화학과,연극영화학과,2019/1 ~ 2030/2,2022,1,2026,1,20,5,1,outputs/pdfs_full/연극영화학과__D-C4081__연출과디자인세미나5.pdf,ok
D-C4082,고급영화제작워크숍1,H0003589,연극영화학과,연극영화학과,2019/1 ~ 2030/2,2022,1,2026,1,17,5,1,outputs/pdfs_full/연극영화학과__D-C4082__고급영화제작워크숍1.pdf,ok
D-C4083,연출과디자인세미나6,H0003589,연극영화학과,연극영화학과,2019/1 ~ 2030/2,2022,2,2025,2,19,4,1,outputs/pdfs_full/연극영화학과__D-C4083__연출과디자인세미나6.pdf,ok
D-C4084,캡스톤디자인(창작희곡콘텐츠개발),H0003589,연극영화학과,연극영화학과,2019/1 ~ 2030/2,2022,2,2025,2,19,4,1,outputs/pdfs_full/연극영화학과__D-C4084__캡스톤디자인(창작희곡콘텐츠개발).pdf,ok
D-C4085,고급영화제작워크숍2,H0003589,연극영화학과,연극영화학과,2019/1 ~ 2030/2,2022,2,2025,2,13,4,1,outputs/pdfs_full/연극영화학과__D-C4085__고급영화제작워크숍2.pdf,ok
D-C4086,희곡작법,H0003589,연극영화학과,연극영화학과,2016/1 ~ 2018/2,2016,1,2018,1,17,3,1,outputs/pdfs_full/연극영화학과__D-C4086__희곡작법.pdf,ok
D-C4087,뮤지컬액팅테크닉3,H0003589,연극영화학과,연극영화학과,2023/1 ~ 2030/2,2023,2,2025,2,6,3,1,outputs/pdfs_full/연극영화학과__D-C4087__뮤지컬액팅테크닉3.pdf,ok
D-C4088,영상미디어산업연구,H0003589,연극영화학과,연극영화학과,2023/1 ~ 2030/2,2023,2,2025,2,15,3,1,outputs/pdfs_full/연극영화학과__D-C4088__영상미디어산업연구.pdf,ok
D-C4089,뉴미디어융합공연제작실습,H0003589,연극영화학과,연극영화학과,2021/1 ~ 2029/2,2022,1,2026,1,10,5,1,outputs/pdfs_full/연극영화학과__D-C4089__뉴미디어융합공연제작실습.pdf,ok
D-C4090,뉴미디어와이머시브씨어터,H0003589,연극영화학과,연극영화학과,2021/1 ~ 2028/2,2022,1,2025,2,24,4,1,outputs/pdfs_full/연극영화학과__D-C4090__뉴미디어와이머시브씨어터.pdf,ok
D-C4091,블랜디드온씨어터,H0003589,연극영화학과,연극영화학과,2023/1 ~ 2030/2,2023,2,2025,2,5,3,1,outputs/pdfs_full/연극영화학과__D-C4091__블랜디드온씨어터.pdf,ok
D-C4092,인공지능융합공연창작,H0003589,연극영화학과,연극영화학과,2024/2 ~ 2027/2,2024,2,2025,2,6,2,1,outputs/pdfs_full/연극영화학과__D-C4092__인공지능융합공연창작.pdf,ok
DAN1001,한국무용1,H0003590,무용학과,무용학과,2009/1 ~ 2027/2,2022,1,2026,1,12,5,1,outputs/pdfs_full/무용학과__DAN1001__한국무용1.pdf,ok
DAN1002,한국무용2,H0003590,무용학과,무용학과,2009/1 ~ 2027/2,2022,2,2025,2,10,4,1,outputs/pdfs_full/무용학과__DAN1002__한국무용2.pdf,ok
DAN1003,현대무용1,H0003590,무용학과,무용학과,2009/1 ~ 2027/2,2022,1,2026,1,28,5,1,outputs/pdfs_full/무용학과__DAN1003__현대무용1.pdf,ok
DAN1004,현대무용2,H0003590,무용학과,무용학과,2009/1 ~ 2027/2,2022,2,2025,2,22,4,1,outputs/pdfs_full/무용학과__DAN1004__현대무용2.pdf,ok
DAN1008,무용즉흥,H0003590,무용학과,무용학과,2009/1 ~ 2027/2,2022,2,2025,2,12,4,1,outputs/pdfs_full/무용학과__DAN1008__무용즉흥.pdf,ok
DAN1037,필라테스,H0002256,서울 대학,대학(학부/서울),2008/1 ~ 2027/2,2024,2,2026,1,4,4,1,outputs/pdfs_seoul_university/서울_대학__DAN1037__필라테스.pdf,ok
DAN1047,필라테스와이미지,H0003590,무용학과,무용학과,2010/1 ~ 2016/2,,,,,0,0,1,outputs/pdfs_full/무용학과__DAN1047__필라테스와이미지.pdf,not_found
DAN1048,무용필라테스,H0003590,무용학과,무용학과,2013/1 ~ 2029/2,2022,2,2025,2,8,4,1,outputs/pdfs_full/무용학과__DAN1048__무용필라테스.pdf,ok
DAN1049,움직임의원리,H0003590,무용학과,무용학과,2009/1 ~ 2015/2,2013,1,2015,1,15,3,1,outputs/pdfs_full/무용학과__DAN1049__움직임의원리.pdf,ok
DAN1051,춤과의상,H0003590,무용학과,무용학과,2009/1 ~ 2015/2,2013,1,2015,1,16,3,1,outputs/pdfs_full/무용학과__DAN1051__춤과의상.pdf,ok
DAN1052,춤과이미지,H0003590,무용학과,무용학과,2009/1 ~ 2029/2,2022,2,2025,2,9,4,1,outputs/pdfs_full/무용학과__DAN1052__춤과이미지.pdf,ok
DAN1053,전통타악실기,H0003590,무용학과,무용학과,2011/1 ~ 2015/2,2013,1,2015,1,12,3,1,outputs/pdfs_full/무용학과__DAN1053__전통타악실기.pdf,ok
DAN1054,사회무용의연구,H0003590,무용학과,무용학과,2011/1 ~ 2017/2,,,,,0,0,1,outputs/pdfs_full/무용학과__DAN1054__사회무용의연구.pdf,not_found
DAN1061,한국춤의역사,H0003590,무용학과,무용학과,2016/1 ~ 2027/2,2022,2,2025,2,24,4,1,outputs/pdfs_full/무용학과__DAN1061__한국춤의역사.pdf,ok
DAN1062,무용음악실습과편집,H0003590,무용학과,무용학과,2016/1 ~ 2028/2,2021,2,2025,2,20,4,1,outputs/pdfs_full/무용학과__DAN1062__무용음악실습과편집.pdf,ok
DAN1063,전공레파토리1,H0003590,무용학과,무용학과,2016/1 ~ 2027/2,2022,1,2026,1,18,5,1,outputs/pdfs_full/무용학과__DAN1063__전공레파토리1.pdf,ok
DAN1064,춤교육의이론과실제,H0003590,무용학과,무용학과,2016/1 ~ 2027/2,2022,2,2025,2,22,4,1,outputs/pdfs_full/무용학과__DAN1064__춤교육의이론과실제.pdf,ok
DAN1065,전공레파토리2.정기공연,H0003590,무용학과,무용학과,2016/1 ~ 2027/2,2022,2,2025,2,14,4,1,outputs/pdfs_full/무용학과__DAN1065__전공레파토리2.정기공연.pdf,ok
DAN2001,한국무용3,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,1,2026,1,8,5,1,outputs/pdfs_full/무용학과__DAN2001__한국무용3.pdf,ok
DAN2002,한국무용4,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,2,2025,2,5,4,1,outputs/pdfs_full/무용학과__DAN2002__한국무용4.pdf,ok
DAN2003,현대무용3,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,1,2026,1,24,5,1,outputs/pdfs_full/무용학과__DAN2003__현대무용3.pdf,ok
DAN2004,현대무용4,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,2,2025,2,18,4,1,outputs/pdfs_full/무용학과__DAN2004__현대무용4.pdf,ok
DAN2005,발레1,H0003590,무용학과,무용학과,2009/1 ~ 2027/2,2022,1,2026,1,18,5,1,outputs/pdfs_full/무용학과__DAN2005__발레1.pdf,ok
DAN2006,발레2,H0003590,무용학과,무용학과,2009/1 ~ 2027/2,2022,2,2025,2,21,4,1,outputs/pdfs_full/무용학과__DAN2006__발레2.pdf,ok
DAN2007,무용개론,H0003590,무용학과,무용학과,2009/1 ~ 2028/2,2022,1,2026,1,30,5,1,outputs/pdfs_full/무용학과__DAN2007__무용개론.pdf,ok
DAN2015,서양무용사,H0003590,무용학과,무용학과,2013/1 ~ 2029/2,2022,2,2025,2,22,4,1,outputs/pdfs_full/무용학과__DAN2015__서양무용사.pdf,ok
DAN2016,동양무용사,H0003590,무용학과,무용학과,2013/1 ~ 2016/2,2013,1,2016,1,28,4,1,outputs/pdfs_full/무용학과__DAN2016__동양무용사.pdf,ok
DAN2019,무용심리,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,2,2025,2,18,4,1,outputs/pdfs_full/무용학과__DAN2019__무용심리.pdf,ok
DAN2020,동작분석및표현,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,2,2025,2,19,4,1,outputs/pdfs_full/무용학과__DAN2020__동작분석및표현.pdf,ok
DAN2021,무용구성법,H0003590,무용학과,무용학과,2013/1 ~ 2016/2,2013,1,2016,1,29,4,1,outputs/pdfs_full/무용학과__DAN2021__무용구성법.pdf,ok
DAN2028,예술의이해,H0003590,무용학과,무용학과,2009/1 ~ 2027/2,2022,2,2025,2,22,4,1,outputs/pdfs_full/무용학과__DAN2028__예술의이해.pdf,ok
DAN2037,댄스스포츠,H0003590,무용학과,무용학과,2013/1 ~ 2016/2,2013,2,2016,2,21,4,1,outputs/pdfs_full/무용학과__DAN2037__댄스스포츠.pdf,ok
DAN2047,동양무용음악연구,H0003590,무용학과,무용학과,2009/1 ~ 2015/2,2013,1,2015,1,18,3,1,outputs/pdfs_full/무용학과__DAN2047__동양무용음악연구.pdf,ok
DAN2048,서양무용음악연구,H0003590,무용학과,무용학과,2010/1 ~ 2016/2,,,,,0,0,1,outputs/pdfs_full/무용학과__DAN2048__서양무용음악연구.pdf,not_found
DAN2052,무용교육현장리서치,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,2,2025,2,17,4,1,outputs/pdfs_full/무용학과__DAN2052__무용교육현장리서치.pdf,ok
DAN2053,무용동작기보법,H0003590,무용학과,무용학과,2013/1 ~ 2020/2,2013,1,2016,1,18,4,1,outputs/pdfs_full/무용학과__DAN2053__무용동작기보법.pdf,ok
DAN2054,아동무용교육개발연구,H0003590,무용학과,무용학과,2013/1 ~ 2020/2,2013,1,2016,2,20,4,1,outputs/pdfs_full/무용학과__DAN2054__아동무용교육개발연구.pdf,ok
DAN2058,춤과미디어,H0003590,무용학과,무용학과,2017/1 ~ 2030/2,2022,2,2025,2,17,4,1,outputs/pdfs_full/무용학과__DAN2058__춤과미디어.pdf,ok
DAN2059,전공레파토리3.창작발표회,H0003590,무용학과,무용학과,2017/1 ~ 2028/2,2022,1,2026,1,17,5,1,outputs/pdfs_full/무용학과__DAN2059__전공레파토리3.창작발표회.pdf,ok
DAN2060,전공레파토리4.정기공연,H0003590,무용학과,무용학과,2017/1 ~ 2028/2,2022,2,2025,2,11,4,1,outputs/pdfs_full/무용학과__DAN2060__전공레파토리4.정기공연.pdf,ok
DAN2063,문화예술활성화연구,H0003590,무용학과,무용학과,2017/1 ~ 2028/2,2022,1,2026,1,23,5,1,outputs/pdfs_full/무용학과__DAN2063__문화예술활성화연구.pdf,ok
DAN2064,사회문화예술교육개발연구,H0003590,무용학과,무용학과,2017/1 ~ 2028/2,2022,2,2025,2,10,4,1,outputs/pdfs_full/무용학과__DAN2064__사회문화예술교육개발연구.pdf,ok
DAN2065,무용교육과정연구,H0003590,무용학과,무용학과,2018/2 ~ 2028/2,2022,1,2026,1,24,5,1,outputs/pdfs_full/무용학과__DAN2065__무용교육과정연구.pdf,ok
DAN3005,발레3,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,1,2026,1,19,5,1,outputs/pdfs_full/무용학과__DAN3005__발레3.pdf,ok
DAN3006,발레4,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,2,2025,2,12,4,1,outputs/pdfs_full/무용학과__DAN3006__발레4.pdf,ok
DAN3013,무용교육론,H0003590,무용학과,무용학과,2013/1 ~ 2018/1,2014,1,2018,1,29,5,1,outputs/pdfs_full/무용학과__DAN3013__무용교육론.pdf,ok
DAN3028,무용전공실기1,H0003590,무용학과,무용학과,2009/1 ~ 2027/2,2022,1,2026,1,22,5,1,outputs/pdfs_full/무용학과__DAN3028__무용전공실기1.pdf,ok
DAN3029,무용전공실기2,H0003590,무용학과,무용학과,2009/1 ~ 2027/2,2022,2,2025,2,18,4,1,outputs/pdfs_full/무용학과__DAN3029__무용전공실기2.pdf,ok
DAN3044,무용측정평가,H0003590,무용학과,무용학과,2013/1 ~ 2022/2,2014,1,2018,1,24,5,1,outputs/pdfs_full/무용학과__DAN3044__무용측정평가.pdf,ok
DAN3057,무용연기,H0003590,무용학과,무용학과,2013/1 ~ 2018/2,2014,2,2018,2,22,5,1,outputs/pdfs_full/무용학과__DAN3057__무용연기.pdf,ok
DAN3058,무용전공실기5,H0003590,무용학과,무용학과,2013/1 ~ 2029/2,2022,1,2026,1,16,5,1,outputs/pdfs_full/무용학과__DAN3058__무용전공실기5.pdf,ok
DAN3059,무용전공실기6,H0003590,무용학과,무용학과,2013/1 ~ 2029/2,2022,2,2025,2,11,4,1,outputs/pdfs_full/무용학과__DAN3059__무용전공실기6.pdf,ok
DAN3060,무용의학,H0003590,무용학과,무용학과,2013/1 ~ 2015/2,2013,2,2015,2,17,3,1,outputs/pdfs_full/무용학과__DAN3060__무용의학.pdf,ok
DAN3067,무용분장법,H0003590,무용학과,무용학과,2009/1 ~ 2015/2,2013,2,2015,2,15,3,1,outputs/pdfs_full/무용학과__DAN3067__무용분장법.pdf,ok
DAN3069,서양의전통과예술이론,H0003590,무용학과,무용학과,2013/1 ~ 2017/2,2013,1,2017,1,29,5,1,outputs/pdfs_full/무용학과__DAN3069__서양의전통과예술이론.pdf,ok
DAN3070,실기워크샵,H0003590,무용학과,무용학과,2013/1 ~ 2030/2,2022,2,2025,2,14,4,1,outputs/pdfs_full/무용학과__DAN3070__실기워크샵.pdf,ok
DAN3071,스테이지디자인,H0003590,무용학과,무용학과,2013/1 ~ 2029/2,2022,1,2026,1,28,5,1,outputs/pdfs_full/무용학과__DAN3071__스테이지디자인.pdf,ok
DAN3074,무용교수워크샵,H0003590,무용학과,무용학과,2013/1 ~ 2030/2,2022,1,2026,1,16,5,1,outputs/pdfs_full/무용학과__DAN3074__무용교수워크샵.pdf,ok
DAN3075,동양의전통과예술이론,H0003590,무용학과,무용학과,2013/1 ~ 2017/2,2013,2,2017,2,29,5,1,outputs/pdfs_full/무용학과__DAN3075__동양의전통과예술이론.pdf,ok
DAN3076,무용공연프로젝트,H0003590,무용학과,무용학과,2013/1 ~ 2030/2,2022,2,2025,2,15,4,1,outputs/pdfs_full/무용학과__DAN3076__무용공연프로젝트.pdf,ok
DAN3077,무용작품해설,H0003590,무용학과,무용학과,2009/1 ~ 2029/2,2022,1,2026,1,12,5,1,outputs/pdfs_full/무용학과__DAN3077__무용작품해설.pdf,ok
DAN3079,사회무용교육방법론,H0003590,무용학과,무용학과,2013/1 ~ 2029/2,2022,1,2026,1,15,5,1,outputs/pdfs_full/무용학과__DAN3079__사회무용교육방법론.pdf,ok
DAN3080,무용진로특강,H0003590,무용학과,무용학과,2013/1 ~ 2029/2,2022,2,2025,2,14,4,1,outputs/pdfs_full/무용학과__DAN3080__무용진로특강.pdf,ok
DAN3081,웰빙무용프로그램개발,H0003590,무용학과,무용학과,2013/1 ~ 2027/2,2022,2,2025,2,16,4,1,outputs/pdfs_full/무용학과__DAN3081__웰빙무용프로그램개발.pdf,ok
DAN3088,춤공연연출,H0003590,무용학과,무용학과,2018/1 ~ 2029/2,2021,1,2026,1,21,5,1,outputs/pdfs_full/무용학과__DAN3088__춤공연연출.pdf,ok
DAN3089,전공레파토리5.창작발표회,H0003590,무용학과,무용학과,2018/1 ~ 2029/2,2022,1,2026,1,16,5,1,outputs/pdfs_full/무용학과__DAN3089__전공레파토리5.창작발표회.pdf,ok
DAN3091,전공레파토리6.정기공연,H0003590,무용학과,무용학과,2018/1 ~ 2029/2,2022,2,2025,2,12,4,1,outputs/pdfs_full/무용학과__DAN3091__전공레파토리6.정기공연.pdf,ok
DAN3097,무용예술경영,H0003590,무용학과,무용학과,2016/1 ~ 2017/2,2016,2,2017,2,11,2,1,outputs/pdfs_full/무용학과__DAN3097__무용예술경영.pdf,ok
DAN4007,창작론,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,2,2025,2,24,4,1,outputs/pdfs_full/무용학과__DAN4007__창작론.pdf,ok
DAN4008,무용미학,H0003590,무용학과,무용학과,2013/1 ~ 2017/2,2013,2,2017,2,26,5,1,outputs/pdfs_full/무용학과__DAN4008__무용미학.pdf,ok
DAN4012,무용전공실기3,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,1,2026,1,14,5,1,outputs/pdfs_full/무용학과__DAN4012__무용전공실기3.pdf,ok
DAN4013,무용전공실기4,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,2,2025,2,13,4,1,outputs/pdfs_full/무용학과__DAN4013__무용전공실기4.pdf,ok
DAN4022,무용요법,H0003590,무용학과,무용학과,2013/1 ~ 2022/2,2014,2,2018,2,31,5,1,outputs/pdfs_full/무용학과__DAN4022__무용요법.pdf,ok
DAN4025,무용교수법,H0003590,무용학과,무용학과,2013/1 ~ 2018/2,2014,2,2018,2,26,5,1,outputs/pdfs_full/무용학과__DAN4025__무용교수법.pdf,ok
DAN4026,무용사회학,H0003590,무용학과,무용학과,2013/1 ~ 2016/2,2013,2,2016,2,20,4,1,outputs/pdfs_full/무용학과__DAN4026__무용사회학.pdf,ok
DAN4049,무용비평,H0003590,무용학과,무용학과,2013/1 ~ 2018/2,2014,2,2018,2,24,5,1,outputs/pdfs_full/무용학과__DAN4049__무용비평.pdf,ok
DAN4051,무용학연구,H0003590,무용학과,무용학과,2013/1 ~ 2018/2,2013,2,2017,1,23,5,1,outputs/pdfs_full/무용학과__DAN4051__무용학연구.pdf,ok
DAN4052,무용전공실기7,H0003590,무용학과,무용학과,2013/1 ~ 2030/2,2022,1,2026,1,15,5,1,outputs/pdfs_full/무용학과__DAN4052__무용전공실기7.pdf,ok
DAN4053,무용전공실기8,H0003590,무용학과,무용학과,2013/1 ~ 2030/2,2022,2,2025,2,14,4,1,outputs/pdfs_full/무용학과__DAN4053__무용전공실기8.pdf,ok
DAN4062,실기워크샵2,H0003590,무용학과,무용학과,2013/1 ~ 2017/2,2013,2,2017,2,14,5,1,outputs/pdfs_full/무용학과__DAN4062__실기워크샵2.pdf,ok
DAN4063,인류와춤의발상,H0003590,무용학과,무용학과,2013/1 ~ 2029/2,2022,1,2026,1,18,5,1,outputs/pdfs_full/무용학과__DAN4063__인류와춤의발상.pdf,ok
DAN4064,국제발레교사자격증코스1,H0003590,무용학과,무용학과,2013/1 ~ 2028/2,2022,1,2026,1,13,5,1,outputs/pdfs_full/무용학과__DAN4064__국제발레교사자격증코스1.pdf,ok
DAN4065,무형문화재춤분석,H0003590,무용학과,무용학과,2013/1 ~ 2018/2,2014,1,2018,1,29,5,1,outputs/pdfs_full/무용학과__DAN4065__무형문화재춤분석.pdf,ok
DAN4067,인턴십과정,H0003590,무용학과,무용학과,2013/1 ~ 2030/2,2022,1,2026,1,12,5,1,outputs/pdfs_full/무용학과__DAN4067__인턴십과정.pdf,ok
DAN4068,국제발레교사자격증코스2,H0003590,무용학과,무용학과,2013/1 ~ 2029/2,2022,2,2025,2,7,4,1,outputs/pdfs_full/무용학과__DAN4068__국제발레교사자격증코스2.pdf,ok
DAN4071,무용수의건강과영양,H0003590,무용학과,무용학과,2009/1 ~ 2027/2,2022,1,2026,1,23,5,1,outputs/pdfs_full/무용학과__DAN4071__무용수의건강과영양.pdf,ok
DAN4079,춤공연마케팅전략연구,H0003590,무용학과,무용학과,2019/1 ~ 2030/2,2022,1,2026,1,13,5,1,outputs/pdfs_full/무용학과__DAN4079__춤공연마케팅전략연구.pdf,ok
DAN4080,전공레파토리7.졸업작품Showcase,H0003590,무용학과,무용학과,2019/1 ~ 2030/2,2022,1,2026,1,18,5,1,outputs/pdfs_full/무용학과__DAN4080__전공레파토리7.졸업작품Showcase.pdf,ok
DAN4082,전공레파토리8.졸업작품Performance,H0003590,무용학과,무용학과,2019/1 ~ 2030/2,2022,2,2025,2,15,4,1,outputs/pdfs_full/무용학과__DAN4082__전공레파토리8.졸업작품Performance.pdf,ok
DAN4086,성인발레지도법,H0003590,무용학과,무용학과,2019/1 ~ 2030/2,2022,1,2026,1,16,5,1,outputs/pdfs_full/무용학과__DAN4086__성인발레지도법.pdf,ok
DAN4087,유아발레지도법,H0003590,무용학과,무용학과,2019/1 ~ 2030/2,2022,2,2025,2,12,4,1,outputs/pdfs_full/무용학과__DAN4087__유아발레지도법.pdf,ok
DBC2001,생화학1,H0003562,화학과,화학과,2015/1 ~ 2029/2,2024,1,2026,1,26,4,2,outputs/pdfs_full/화학과__DBC2001__생화학1.pdf,ok
DBC2002,생화학2,H0003562,화학과,화학과,2015/1 ~ 2029/2,2023,2,2026,1,25,4,2,outputs/pdfs_full/화학과__DBC2002__생화학2.pdf,ok
DBC2010,생화학실험,H0003562,화학과,화학과,2018/1 ~ 2029/2,2022,1,2026,1,16,5,1,outputs/pdfs_full/화학과__DBC2010__생화학실험.pdf,ok
DBC3011,생물리학,H0002599,의예과,의예과(학부/서울),1998/1 ~ 2027/2,2022,2,2025,2,17,4,1,outputs/pdfs_full/의예과__DBC3011__생물리학.pdf,ok
DBC4023,생물정보학,H0003563,생명과학과,생명과학과,2016/1 ~ 2029/2,2024,1,2026,1,9,4,1,outputs/pdfs_full/생명과학과__DBC4023__생물정보학.pdf,ok
DBC4028,시스템생물학,H0003563,생명과학과,생명과학과,2023/1 ~ 2030/2,2026,1,2026,1,6,1,1,outputs/pdfs_full/생명과학과__DBC4028__시스템생물학.pdf,ok
DCC2030,디지털마케팅,H0004360,글로벌 CEO 창업 융합전공,글로벌 CEO 창업 융합전공,2023/1 ~ 2028/2,2024,2,2026,1,19,4,1,outputs/pdfs_full/글로벌_CEO_창업_융합전공__DCC2030__디지털마케팅.pdf,ok
DCE2005,수영,H0003587,체육학과,체육학과,2016/1 ~ 2022/1,2020,2,2026,1,11,5,2,outputs/pdfs_full/체육학과__DCE2005__수영.pdf,ok
DCE2016,건강교육,H0003587,체육학과,체육학과,2015/1 ~ 2023/2,2021,2,2025,2,26,5,2,outputs/pdfs_full/체육학과__DCE2016__건강교육.pdf,ok
DCE2018,운동생리1,H0003587,체육학과,체육학과,2013/1 ~ 2022/1,2022,1,2026,1,25,5,3,outputs/pdfs_full/체육학과__DCE2018__운동생리1.pdf,ok
DCE2019,운동생리2,H0003587,체육학과,체육학과,2013/1 ~ 2022/2,2020,2,2024,2,18,5,2,outputs/pdfs_full/체육학과__DCE2019__운동생리2.pdf,ok
DCE3002,스포츠심리,H0003587,체육학과,체육학과,2009/1 ~ 2022/1,2019,2,2026,1,21,5,2,outputs/pdfs_full/체육학과__DCE3002__스포츠심리.pdf,ok
DCE3003,골프,H0003587,체육학과,체육학과,2019/1 ~ 2020/1,2018,1,2018,1,2,1,2,outputs/pdfs_full/체육학과__DCE3003__골프.pdf,ok
DCE3005,트레이닝방법론,H0003587,체육학과,체육학과,2013/1 ~ 2025/2,2021,1,2025,1,17,5,2,outputs/pdfs_full/체육학과__DCE3005__트레이닝방법론.pdf,ok
DCE3030,운동학습및제어,H0003587,체육학과,체육학과,2018/1 ~ 2021/2,2018,1,2021,1,14,4,1,outputs/pdfs_full/체육학과__DCE3030__운동학습및제어.pdf,ok
DCE4002,스포츠사회학,H0003587,체육학과,체육학과,2013/1 ~ 2018/2,2022,2,2025,2,26,4,4,outputs/pdfs_full/체육학과__DCE4002__스포츠사회학.pdf,ok
DCE4005,배드민턴,H0003587,체육학과,체육학과,2018/1 ~ 2025/2,2022,1,2026,1,5,5,2,outputs/pdfs_full/체육학과__DCE4005__배드민턴.pdf,ok
DCE4027,운동처방,H0003587,체육학과,체육학과,2013/1 ~ 2025/2,2022,1,2026,1,23,5,2,outputs/pdfs_full/체육학과__DCE4027__운동처방.pdf,ok
DCE4028,스포츠행정관리,H0003588,스포츠산업학과,스포츠산업학과,2013/1 ~ 2018/2,2014,2,2018,2,21,5,1,outputs/pdfs_full/스포츠산업학과__DCE4028__스포츠행정관리.pdf,ok
DEE1007,영어의사소통의기초,H0002720,영어교육과,영어교육과(학부/서울),2003/1 ~ 2027/2,2022,2,2025,2,13,4,1,outputs/pdfs_full/영어교육과__DEE1007__영어의사소통의기초.pdf,ok
