campus_code,dept_code,dept_name,course_no,course_name,year,term,year_term_range,opening_dept,A+,A,B+,B,C+,C,D+,D,F,P,S,U,A+_count,A_count,B+_count,B_count,C+_count,C_count,D+_count,D_count,F_count,P_count,S_count,U_count,parse_status,pdf_path,error,total_count
H0002256,H0003583,의류학과,C-T2025,기초의복구성,2026,1,2013/1 ~ 2028/2,의류학과,26.67,13.33,,6.67,20,6.67,,,,26.67,,,4,2,,1,3,1,,,,4,,,ok,outputs/pdfs_full/의류학과__C-T2025__기초의복구성.pdf,,15
H0002256,H0003583,의류학과,C-T2026,의류학전공용어,2013,1,2013/1 ~ 2016/2,의류학과,30,30,30,10,,,,,,,,,3,3,3,1,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T2026__의류학전공용어.pdf,,10
H0002256,H0003583,의류학과,C-T3001,서양복식사,2026,1,2013/1 ~ 2028/2,의류학과,22.86,11.43,28.57,11.43,20,,,,,5.71,,,8,4,10,4,7,,,,,2,,,ok,outputs/pdfs_full/의류학과__C-T3001__서양복식사.pdf,,35
H0002256,H0003583,의류학과,C-T3025,한국복식사,2017,2,2013/1 ~ 2017/2,의류학과,20,15,22.5,22.5,20,,,,,,,,8,6,9,9,8,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3025__한국복식사.pdf,,40
H0002256,H0003583,의류학과,C-T3027,의복구성,2025,1,2013/1 ~ 2029/2,의류학과,32.56,2.33,44.19,2.33,18.6,,,,,,,,14,1,19,1,8,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3027__의복구성.pdf,,43
H0002256,H0003583,의류학과,C-T3028,의복제작실무,2021,1,2013/1 ~ 2021/2,의류학과,41.94,25.81,16.13,12.9,3.23,,,,,,,,13,8,5,4,1,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3028__의복제작실무.pdf,,31
H0002256,H0003583,의류학과,C-T3029,드레이핑,2026,1,2013/1 ~ 2028/2,의류학과,31.82,9.09,31.82,6.82,15.91,2.27,2.27,,,,,,14,4,14,3,7,1,1,,,,,,ok,outputs/pdfs_full/의류학과__C-T3029__드레이핑.pdf,,44
H0002256,H0003583,의류학과,C-T3030,드레이핑2,2015,1,2013/1 ~ 2017/2,의류학과,23.81,33.33,28.57,9.52,4.76,,,,,,,,5,7,6,2,1,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3030__드레이핑2.pdf,,21
H0002256,H0003583,의류학과,C-T3033,한국전통복식,2026,1,2013/1 ~ 2029/2,의류학과,12.5,25,29.17,16.67,12.5,4.17,,,,,,,3,6,7,4,3,1,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3033__한국전통복식.pdf,,24
H0002256,H0003583,의류학과,C-T3034,패션디자인스튜디오,2026,1,2013/1 ~ 2029/2,의류학과,27.27,45.45,18.18,9.09,,,,,,,,,3,5,2,1,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3034__패션디자인스튜디오.pdf,,11
H0002256,H0003583,의류학과,C-T3035,의류소재기획,2026,1,2013/1 ~ 2029/2,의류학과,30,33.33,20,13.33,3.33,,,,,,,,9,10,6,4,1,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3035__의류소재기획.pdf,,30
H0002256,H0003583,의류학과,C-T3036,패션디자인스튜디오2,2025,1,2013/1 ~ 2029/2,의류학과,73.33,20,,6.67,,,,,,,,,11,3,,1,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3036__패션디자인스튜디오2.pdf,,15
H0002256,H0003583,의류학과,C-T3037,패션사회심리,2026,1,2013/1 ~ 2028/2,의류학과,26.79,14.29,28.57,12.5,17.86,,,,,,,,15,8,16,7,10,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3037__패션사회심리.pdf,,56
H0002256,H0003583,의류학과,C-T3038,의류산업세미나,2019,1,2013/1 ~ 2026/2,의류학과,19.05,14.29,23.81,19.05,23.81,,,,,,,,4,3,5,4,5,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3038__의류산업세미나.pdf,,21
H0002256,H0003583,의류학과,C-T3041,남성복구성,2015,1,2013/1 ~ 2017/2,의류학과,17.14,22.86,42.86,,17.14,,,,,,,,6,8,15,,6,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3041__남성복구성.pdf,,35
H0002256,H0003583,의류학과,C-T3043,의류캡스톤디자인,2022,2,2013/1 ~ 2022/2,의류학과,100,,,,,,,,,,,,14,,,,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3043__의류캡스톤디자인.pdf,,14
H0002256,H0003583,의류학과,C-T3044,테크니컬디자인,2025,2,2015/1 ~ 2029/2,의류학과,40,,40,,20,,,,,,,,10,,10,,5,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3044__테크니컬디자인.pdf,,25
H0002256,H0003583,의류학과,C-T3045,디지털패션콘텐츠개발,2025,2,2019/2 ~ 2029/2,의류학과,52.94,26.47,17.65,2.94,,,,,,,,,18,9,6,1,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3045__디지털패션콘텐츠개발.pdf,,34
H0002256,H0003583,의류학과,C-T3046,버츄얼패션콘텐츠개발,2026,1,2020/1 ~ 2030/2,의류학과,77.78,11.11,3.7,7.41,,,,,,,,,21,3,1,2,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3046__버츄얼패션콘텐츠개발.pdf,,27
H0002256,H0003583,의류학과,C-T3047,의류학과연구실현장실습1,2021,1,2021/1 ~ 2025/2,의류학과,,,,,,,,,,100,,,,,,,,,,,,3,,,ok,outputs/pdfs_full/의류학과__C-T3047__의류학과연구실현장실습1.pdf,,3
H0002256,H0003583,의류학과,C-T3048,지능형텍스타일소재,2025,2,2022/1 ~ 2029/2,의류학과,81.82,9.09,4.55,,4.55,,,,,,,,18,2,1,,1,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3048__지능형텍스타일소재.pdf,,22
H0002256,H0003583,의류학과,C-T3049,스마트휴먼테크의류,2025,1,2022/1 ~ 2029/2,의류학과,41.38,34.48,10.34,13.79,,,,,,,,,12,10,3,4,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3049__스마트휴먼테크의류.pdf,,29
H0002256,H0003583,의류학과,C-T3050,패션리테일어낼리틱스,2025,2,2021/2 ~ 2029/2,의류학과,38.46,,38.46,,7.69,,7.69,,,,7.69,,10,,10,,2,,2,,,,2,,ok,outputs/pdfs_full/의류학과__C-T3050__패션리테일어낼리틱스.pdf,,26
H0002256,H0003583,의류학과,C-T3051,비주얼커뮤니케이션&머천다이징,2026,1,2022/1 ~ 2029/2,의류학과,38.71,19.35,25.81,12.9,3.23,,,,,,,,12,6,8,4,1,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T3051__비주얼커뮤니케이션&머천다이징.pdf,,31
H0002256,H0003583,의류학과,C-T4024,패션마케팅과브랜딩,2025,2,2013/1 ~ 2028/2,의류학과,47.89,18.31,15.49,4.23,5.63,4.23,4.23,,,,,,34,13,11,3,4,3,3,,,,,,ok,outputs/pdfs_full/의류학과__C-T4024__패션마케팅과브랜딩.pdf,,71
H0002256,H0003583,의류학과,C-T4025,의복과환경,2025,2,2013/1 ~ 2030/2,의류학과,68.42,21.05,,5.26,,5.26,,,,,,,13,4,,1,,1,,,,,,,ok,outputs/pdfs_full/의류학과__C-T4025__의복과환경.pdf,,19
H0002256,H0003583,의류학과,C-T4031,패션문화데이터마이닝연구(종합설계),2026,1,2013/1 ~ 2030/2,의류학과,100,,,,,,,,,,,,24,,,,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T4031__패션문화데이터마이닝연구(종합설계).pdf,,24
H0002256,H0003583,의류학과,C-T4032,캡스톤디자인스튜디오,2026,1,2013/1 ~ 2030/2,의류학과,52.17,17.39,21.74,4.35,4.35,,,,,,,,12,4,5,1,1,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T4032__캡스톤디자인스튜디오.pdf,,23
H0002256,H0003583,의류학과,C-T4033,패션유통론,2026,1,2013/1 ~ 2029/2,의류학과,17.5,20,20,10,7.5,5,7.5,10,,,2.5,,7,8,8,4,3,2,3,4,,,1,,ok,outputs/pdfs_full/의류학과__C-T4033__패션유통론.pdf,,40
H0002256,H0003583,의류학과,C-T4034,의류제품분석및평가,2025,2,2013/1 ~ 2029/2,의류학과,36.84,,5.26,36.84,5.26,10.53,,5.26,,,,,7,,1,7,1,2,,1,,,,,ok,outputs/pdfs_full/의류학과__C-T4034__의류제품분석및평가.pdf,,19
H0002256,H0003583,의류학과,C-T4035,의류업체인턴쉽,2016,2,2013/1 ~ 2022/2,의류학과,100,,,,,,,,,,,,10,,,,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T4035__의류업체인턴쉽.pdf,,10
H0002256,H0003583,의류학과,C-T4036,글로벌패션산업,2025,2,2013/1 ~ 2029/2,의류학과,37.04,14.81,14.81,22.22,11.11,,,,,,,,10,4,4,6,3,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T4036__글로벌패션산업.pdf,,27
H0002256,H0003583,의류학과,C-T4037,패션과미디어,2025,1,2016/2 ~ 2030/2,의류학과,66.67,33.33,,,,,,,,,,,4,2,,,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T4037__패션과미디어.pdf,,6
H0002256,H0003583,의류학과,C-T4038,의류프로젝트,2019,1,2016/1 ~ 2026/2,의류학과,76.47,17.65,5.88,,,,,,,,,,13,3,1,,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T4038__의류프로젝트.pdf,,17
H0002256,H0003583,의류학과,C-T4040,패션창업,2021,2,2016/2 ~ 2022/2,의류학과,60,10,30,,,,,,,,,,6,1,3,,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T4040__패션창업.pdf,,10
H0002256,H0003583,의류학과,C-T4042,의류학과연구실현장실습4,2025,2,2021/2 ~ 2026/2,의류학과,,,,,,,,,,100,,,,,,,,,,,,3,,,ok,outputs/pdfs_full/의류학과__C-T4042__의류학과연구실현장실습4.pdf,,3
H0002256,H0003583,의류학과,C-T4043,패션미디어와스토리텔링,2026,1,2026/1 ~ 2030/2,의류학과,35.71,28.57,28.57,7.14,,,,,,,,,5,4,4,1,,,,,,,,,ok,outputs/pdfs_full/의류학과__C-T4043__패션미디어와스토리텔링.pdf,,14
H0002256,H0002950,중국경제통상전공,CEC0001,중국경제론,2024,2,2006/1 ~ 2028/2,중국경제통상전공,42.11,,36.84,,21.05,,,,,,,,8,,7,,4,,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0001__중국경제론.pdf,,19
H0002256,H0002950,중국경제통상전공,CEC0002,현대중국사회의이해,2025,2,2006/1 ~ 2028/2,중국경제통상전공,33.33,6.67,46.67,,13.33,,,,,,,,5,1,7,,2,,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0002__현대중국사회의이해.pdf,,15
H0002256,H0002950,중국경제통상전공,CEC0003,중국경제통상법,2021,2,2006/1 ~ 2023/1,중국경제통상전공,27.78,12.96,33.33,18.52,7.41,,,,,,,,15,7,18,10,4,,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0003__중국경제통상법.pdf,,54
H0002256,H0002950,중국경제통상전공,CEC0006,중국지적재산법,2020,1,2007/1 ~ 2021/2,중국경제통상전공,15.22,21.74,23.91,36.96,2.17,,,,,,,,7,10,11,17,1,,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0006__중국지적재산법.pdf,,46
H0002256,H0002950,중국경제통상전공,CEC0007,중국세무회계,2017,2,2007/1 ~ 2021/2,중국경제통상전공,16.67,25,33.33,4.17,16.67,4.17,,,,,,,4,6,8,1,4,1,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0007__중국세무회계.pdf,,24
H0002256,H0002950,중국경제통상전공,CEC0008,중국의권력구조와정부조직,2025,1,2006/1 ~ 2028/2,중국경제통상전공,5,30,35,5,15,5,,5,,,,,1,6,7,1,3,1,,1,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0008__중국의권력구조와정부조직.pdf,,20
H0002256,H0002950,중국경제통상전공,CEC0009,중국금융시장의이해,2022,2,2006/1 ~ 2028/2,중국경제통상전공,33.33,7.69,46.15,12.82,,,,,,,,,13,3,18,5,,,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0009__중국금융시장의이해.pdf,,39
H0002256,H0002950,중국경제통상전공,CEC0012,중국통상실무,2026,1,2009/1 ~ 2029/2,중국경제통상전공,45.45,,54.55,,,,,,,,,,5,,6,,,,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0012__중국통상실무.pdf,,11
H0002256,H0002950,중국경제통상전공,CEC0013,무역중국어,2025,2,2009/1 ~ 2029/2,중국경제통상전공,86.67,13.33,,,,,,,,,,,13,2,,,,,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0013__무역중국어.pdf,,15
H0002256,H0002950,중국경제통상전공,CEC0014,중국지역경제의이해,2023,2,2018/1 ~ 2029/2,중국경제통상전공,32,8,48,12,,,,,,,,,8,2,12,3,,,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0014__중국지역경제의이해.pdf,,25
H0002256,H0002950,중국경제통상전공,CEC0015,4차산업혁명과중국혁신기업,2021,1,2021/1 ~ 2023/1,중국경제통상전공,40.91,,27.27,18.18,4.55,9.09,,,,,,,9,,6,4,1,2,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0015__4차산업혁명과중국혁신기업.pdf,,22
H0002256,H0002950,중국경제통상전공,CEC0016,중국문화콘텐츠의이해,2025,2,2020/2 ~ 2028/2,중국경제통상전공,33.33,8.33,33.33,4.17,12.5,4.17,4.17,,,,,,8,2,8,1,3,1,1,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0016__중국문화콘텐츠의이해.pdf,,24
H0002256,H0002950,중국경제통상전공,CEC0017,중국전통인재론과리더십,2025,2,2020/2 ~ 2029/2,중국경제통상전공,27.78,16.67,38.89,,16.67,,,,,,,,5,3,7,,3,,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0017__중국전통인재론과리더십.pdf,,18
H0002256,H0002950,중국경제통상전공,CEC0018,중국외교정책론,2025,2,2020/2 ~ 2029/2,중국경제통상전공,21.43,14.29,28.57,28.57,,,,,,,7.14,,3,2,4,4,,,,,,,1,,ok,outputs/pdfs_full/중국경제통상전공__CEC0018__중국외교정책론.pdf,,14
H0002256,H0002950,중국경제통상전공,CEC0019,영상으로이해하는중국사회문화,2026,1,2021/1 ~ 2029/2,중국경제통상전공,37.5,3.13,37.5,3.13,18.75,,,,,,,,12,1,12,1,6,,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0019__영상으로이해하는중국사회문화.pdf,,32
H0002256,H0002950,중국경제통상전공,CEC0020,중국기업의이해,2025,2,2021/2 ~ 2029/2,중국경제통상전공,23.08,15.38,30.77,11.54,15.38,3.85,,,,,,,6,4,8,3,4,1,,,,,,,ok,outputs/pdfs_full/중국경제통상전공__CEC0020__중국기업의이해.pdf,,26
H0002256,H0002950,중국경제통상전공,CEC2001,거시경제학입문,2025,2,2023/2 ~ 2028/2,중국경제통상전공,44.83,24.14,27.59,,,,,,,,3.45,,13,7,8,,,,,,,,1,,ok,outputs/pdfs_full/중국경제통상전공__CEC2001__거시경제학입문.pdf,,29
H0002256,H0002950,중국경제통상전공,CEC2002,미시경제학입문,2026,1,2023/2 ~ 2028/2,중국경제통상전공,50,15,15,15,,,,,,,5,,10,3,3,3,,,,,,,1,,ok,outputs/pdfs_full/중국경제통상전공__CEC2002__미시경제학입문.pdf,,20
H0002256,H0002950,중국경제통상전공,CEC3000,중국기업의이해2,2026,1,2022/1 ~ 2029/2,중국경제통상전공,12,32,28,12,8,,,,,,8,,3,8,7,3,2,,,,,,2,,ok,outputs/pdfs_full/중국경제통상전공__CEC3000__중국기업의이해2.pdf,,25
H0002256,H0002950,중국경제통상전공,CEC3001,중국사회현안세미나,2025,2,2023/2 ~ 2029/2,중국경제통상전공,34.29,37.14,17.14,5.71,2.86,,,,,,2.86,,12,13,6,2,1,,,,,,1,,ok,outputs/pdfs_full/중국경제통상전공__CEC3001__중국사회현안세미나.pdf,,35
H0002256,H0002950,중국경제통상전공,CEC4001,중국산업론,2025,2,2023/2 ~ 2029/2,중국경제통상전공,13.64,22.73,31.82,9.09,18.18,,,,,,4.55,,3,5,7,2,4,,,,,,1,,ok,outputs/pdfs_full/중국경제통상전공__CEC4001__중국산업론.pdf,,22
H0002256,H0002718,교육학과,CED1004,세계시민교육론,2024,2,2016/1 ~ 2024/2,교육학과(학부/서울),28.57,0.84,35.29,5.88,29.41,,,,,,,,34,1,42,7,35,,,,,,,,ok,outputs/pdfs_full/교육학과__CED1004__세계시민교육론.pdf,,119
H0002256,H0002718,교육학과,CED2012,교육학교과교육론,2025,2,2010/1 ~ 2028/2,교육학과(학부/서울),93.02,6.98,,,,,,,,,,,40,3,,,,,,,,,,,ok,outputs/pdfs_full/교육학과__CED2012__교육학교과교육론.pdf,,43
H0002256,H0002256,서울 대학,CHE1018,기초생물학,2012,1,2009/1 ~ 2027/2,대학(학부/서울),47.22,38.89,5.56,2.78,2.78,2.78,,,,,,,17,14,2,1,1,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__CHE1018__기초생물학.pdf,,36
H0002256,H0002560,자원환경공학과,CHE3007,환경화학,2025,2,2023/2 ~ 2025/2,자원환경공학과(학부/서울),23.08,23.08,38.46,15.38,,,,,,,,,3,3,5,2,,,,,,,,,ok,outputs/pdfs_full/자원환경공학과__CHE3007__환경화학.pdf,,13
H0002256,H0002809,중어중문학과,CHI1003,중국문화개설,2017,1,1989/1 ~ 2016/2,중어중문학(학부/서울),29.41,7.84,43.14,,15.69,3.92,,,,,,,15,4,22,,8,2,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI1003__중국문화개설.pdf,,51
H0002256,H0002809,중어중문학과,CHI1034,현대중국의정치경제,2019,1,2008/1 ~ 2019/2,중어중문학(학부/서울),36.51,6.35,30.16,7.94,19.05,,,,,,,,23,4,19,5,12,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI1034__현대중국의정치경제.pdf,,63
H0002256,H0002809,중어중문학과,CHI1035,중국어입문2,2025,2,2008/1 ~ 2027/2,중어중문학(학부/서울),38.89,13.89,22.22,13.89,8.33,2.78,,,,,,,14,5,8,5,3,1,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI1035__중국어입문2.pdf,,36
H0002256,H0002814,사학과,CHI1036,기초한문,2015,1,2008/1 ~ 2015/2,사학(학부-인문과/서울),19.35,9.68,32.26,9.68,22.58,6.45,,,,,,,6,3,10,3,7,2,,,,,,,ok,outputs/pdfs_full/사학과__CHI1036__기초한문.pdf,,31
H0002256,H0002809,중어중문학과,CHI1037,중국어입문1,2026,1,2008/1 ~ 2027/2,중어중문학(학부/서울),42.86,25.4,12.7,6.35,3.17,6.35,1.59,1.59,,,,,27,16,8,4,2,4,1,1,,,,,ok,outputs/pdfs_full/중어중문학과__CHI1037__중국어입문1.pdf,,63
H0002256,H0002809,중어중문학과,CHI1038,중국어듣기와말하기,2015,2,2008/1 ~ 2015/2,중어중문학(학부/서울),54.72,16.98,16.98,1.89,7.55,1.89,,,,,,,29,9,9,1,4,1,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI1038__중국어듣기와말하기.pdf,,53
H0002256,H0002809,중어중문학과,CHI1039,중국어읽기와쓰기,2015,2,2008/1 ~ 2015/2,중어중문학(학부/서울),32.69,40.38,15.38,9.62,,1.92,,,,,,,17,21,8,5,,1,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI1039__중국어읽기와쓰기.pdf,,52
H0002256,H0002809,중어중문학과,CHI1046,한자한문의이해,2025,1,2016/1 ~ 2025/2,중어중문학(학부/서울),24.56,17.54,28.07,14.04,10.53,5.26,,,,,,,14,10,16,8,6,3,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI1046__한자한문의이해.pdf,,57
H0002256,H0002809,중어중문학과,CHI1047,중국어학산책,2023,2,2016/1 ~ 2023/2,중어중문학(학부/서울),25,16.67,25,25,8.33,,,,,,,,15,10,15,15,5,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI1047__중국어학산책.pdf,,60
H0002256,H0002809,중어중문학과,CHI1052,중국의역사와사상,2025,1,2020/1 ~ 2028/2,중어중문학(학부/서울),30.51,13.56,42.37,,13.56,,,,,,,,18,8,25,,8,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI1052__중국의역사와사상.pdf,,59
H0002256,H0002809,중어중문학과,CHI2045,현대중국어법,2013,2,2006/1 ~ 2013/2,중어중문학(학부/서울),45.1,29.41,13.73,9.8,,1.96,,,,,,,23,15,7,5,,1,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2045__현대중국어법.pdf,,51
H0002256,H0002809,중어중문학과,CHI2046,중국고대문학의이해,2026,1,2006/1 ~ 2028/2,중어중문학(학부/서울),46.67,,40,,6.67,,,,,,6.67,,7,,6,,1,,,,,,1,,ok,outputs/pdfs_full/중어중문학과__CHI2046__중국고대문학의이해.pdf,,15
H0002256,H0002809,중어중문학과,CHI2048,사마천의사기와현대사회,2025,1,2006/1 ~ 2028/2,중어중문학(학부/서울),37.5,,43.75,,18.75,,,,,,,,6,,7,,3,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2048__사마천의사기와현대사회.pdf,,16
H0002256,H0002809,중어중문학과,CHI2049,중국근대문학의이해,2025,1,2007/1 ~ 2028/2,중어중문학(학부/서울),40.51,,39.24,,16.46,2.53,1.27,,,,,,32,,31,,13,2,1,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2049__중국근대문학의이해.pdf,,79
H0002256,H0002809,중어중문학과,CHI2053,중국문화입문,2026,1,2006/1 ~ 2028/2,중어중문학(학부/서울),92.16,1.96,,5.88,,,,,,,,,47,1,,3,,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2053__중국문화입문.pdf,,51
H0002256,H0002809,중어중문학과,CHI2054,중급중국어1,2026,1,2006/1 ~ 2028/2,중어중문학(학부/서울),23.08,38.46,23.08,7.69,,7.69,,,,,,,3,5,3,1,,1,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2054__중급중국어1.pdf,,13
H0002256,H0002809,중어중문학과,CHI2055,실용중국어회화1,2026,1,2006/1 ~ 2028/2,중어중문학(학부/서울),21.43,42.86,28.57,,7.14,,,,,,,,3,6,4,,1,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2055__실용중국어회화1.pdf,,14
H0002256,H0002809,중어중문학과,CHI2056,중국어작문2,2025,2,2006/1 ~ 2025/2,중어중문학(학부/서울),83.33,16.67,,,,,,,,,,,5,1,,,,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2056__중국어작문2.pdf,,6
H0002256,H0002809,중어중문학과,CHI2057,중급중국어2,2025,2,2006/1 ~ 2028/2,중어중문학(학부/서울),78.57,21.43,,,,,,,,,,,11,3,,,,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2057__중급중국어2.pdf,,14
H0002256,H0002809,중어중문학과,CHI2058,실용중국어회화2,2025,2,2006/1 ~ 2028/2,중어중문학(학부/서울),84.62,7.69,7.69,,,,,,,,,,11,1,1,,,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2058__실용중국어회화2.pdf,,13
H0002256,H0002809,중어중문학과,CHI2059,현대중국어독해,2026,1,2006/1 ~ 2030/2,중어중문학(학부/서울),85.71,14.29,,,,,,,,,,,18,3,,,,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2059__현대중국어독해.pdf,,21
H0002256,H0002809,중어중문학과,CHI2060,중국의언어와문화,2026,1,2006/1 ~ 2024/2,중어중문학(학부/서울),19.05,14.29,28.57,14.29,19.05,,,,,,4.76,,4,3,6,3,4,,,,,,1,,ok,outputs/pdfs_full/중어중문학과__CHI2060__중국의언어와문화.pdf,,21
H0002256,H0002809,중어중문학과,CHI2065,현대중국어문법,2026,1,2014/1 ~ 2029/2,중어중문학(학부/서울),9.09,54.55,,27.27,,9.09,,,,,,,1,6,,3,,1,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2065__현대중국어문법.pdf,,11
H0002256,H0002809,중어중문학과,CHI2066,중국고전읽기,2026,1,2014/1 ~ 2029/2,중어중문학(학부/서울),41.67,,37.5,,20.83,,,,,,,,10,,9,,5,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2066__중국고전읽기.pdf,,24
H0002256,H0002809,중어중문학과,CHI2073,중국어음성학,2025,2,2024/1 ~ 2028/2,중어중문학(학부/서울),54.69,9.38,12.5,12.5,10.94,,,,,,,,35,6,8,8,7,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI2073__중국어음성학.pdf,,64
H0002256,H0002809,중어중문학과,CHI3019,중급중국어회화,2017,1,1991/1 ~ 2017/2,중어중문학(학부/서울),13.04,34.78,26.09,13.04,4.35,8.7,,,,,,,3,8,6,3,1,2,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI3019__중급중국어회화.pdf,,23
H0002256,H0002809,중어중문학과,CHI3027,고급중국어회화,2017,2,1991/1 ~ 2017/2,중어중문학(학부/서울),9.09,45.45,27.27,9.09,9.09,,,,,,,,1,5,3,1,1,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI3027__고급중국어회화.pdf,,11
H0002256,H0002809,중어중문학과,CHI3031,중국어학의이해,2026,1,2007/1 ~ 2029/2,중어중문학(학부/서울),31.25,10.42,33.33,8.33,16.67,,,,,,,,15,5,16,4,8,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI3031__중국어학의이해.pdf,,48
H0002256,H0002809,중어중문학과,CHI3033,한자의이해,2023,1,2007/1 ~ 2029/2,중어중문학(학부/서울),30,10,30,30,,,,,,,,,6,2,6,6,,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI3033__한자의이해.pdf,,20
H0002256,H0002809,중어중문학과,CHI3054,현대중국의문학과사회문화,2025,2,2008/1 ~ 2029/2,중어중문학(학부/서울),23.81,19.05,33.33,9.52,9.52,4.76,,,,,,,5,4,7,2,2,1,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI3054__현대중국의문학과사회문화.pdf,,21
H0002256,H0002809,중어중문학과,CHI3056,중국시가감상,2021,1,2007/1 ~ 2021/2,중어중문학(학부/서울),8.7,13.04,30.43,34.78,4.35,8.7,,,,,,,2,3,7,8,1,2,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI3056__중국시가감상.pdf,,23
H0002256,H0002809,중어중문학과,CHI3057,중국민간가요와대중문화,2017,2,2007/1 ~ 2017/2,중어중문학(학부/서울),38.89,,38.89,,22.22,,,,,,,,7,,7,,4,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI3057__중국민간가요와대중문화.pdf,,18
H0002256,H0002809,중어중문학과,CHI3058,중국소설의세계,2026,1,2007/1 ~ 2029/2,중어중문학(학부/서울),30.77,7.69,23.08,23.08,15.38,,,,,,,,4,1,3,3,2,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI3058__중국소설의세계.pdf,,13
H0002256,H0002809,중어중문학과,CHI3059,당송시가감상,2026,1,2007/1 ~ 2029/2,중어중문학(학부/서울),38.89,,41.67,,19.44,,,,,,,,14,,15,,7,,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI3059__당송시가감상.pdf,,36
H0002256,H0002809,중어중문학과,CHI3061,고급중국어1,2026,1,2007/1 ~ 2029/2,중어중문학(학부/서울),50,25,,12.5,,12.5,,,,,,,4,2,,1,,1,,,,,,,ok,outputs/pdfs_full/중어중문학과__CHI3061__고급중국어1.pdf,,8
