campus_code,dept_code,dept_name,course_no,course_name,year,term,year_term_range,opening_dept,A+,A,B+,B,C+,C,D+,D,F,P,S,U,A+_count,A_count,B+_count,B_count,C+_count,C_count,D+_count,D_count,F_count,P_count,S_count,U_count,parse_status,pdf_path,error,total_count
H0002256,H0003960,응용시스템전공,APS3005,기술혁신전략,2015,1,2015/1 ~ 2028/2,응용시스템전공,17.19,12.5,20.31,14.06,14.06,18.75,1.56,1.56,,,,,11,8,13,9,9,12,1,1,,,,,ok,outputs/pdfs_full/응용시스템전공__APS3005__기술혁신전략.pdf,,64
H0002256,H0003960,응용시스템전공,APS3007,시계열및인공지능예측,2015,2,2015/1 ~ 2029/2,응용시스템전공,,15.38,15.38,15.38,15.38,,15.38,23.08,,,,,,2,2,2,2,,2,3,,,,,ok,outputs/pdfs_full/응용시스템전공__APS3007__시계열및인공지능예측.pdf,,13
H0002256,H0003960,응용시스템전공,APS3011,회계학원론,2026,1,2016/1 ~ 2028/2,응용시스템전공,31.71,,39.02,,29.27,,,,,,,,13,,16,,12,,,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS3011__회계학원론.pdf,,41
H0002256,H0003960,응용시스템전공,APS3013,서비스경영,2015,2,2015/1 ~ 2030/2,응용시스템전공,18.97,8.62,25.86,15.52,17.24,8.62,5.17,,,,,,11,5,15,9,10,5,3,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS3013__서비스경영.pdf,,58
H0002256,H0003960,응용시스템전공,APS3014,프로세스매니지먼트,2026,1,2015/1 ~ 2021/2,응용시스템전공,30.95,,38.1,,26.19,2.38,2.38,,,,,,13,,16,,11,1,1,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS3014__프로세스매니지먼트.pdf,,42
H0002256,H0003960,응용시스템전공,APS3015,품질경영,2015,1,2015/1 ~ 2030/2,응용시스템전공,9.52,12.7,33.33,7.94,12.7,20.63,3.17,,,,,,6,8,21,5,8,13,2,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS3015__품질경영.pdf,,63
H0002256,H0003960,응용시스템전공,APS3016,전략경영,2026,1,2015/2 ~ 2029/2,응용시스템전공,5.56,27.78,11.11,22.22,5.56,16.67,,11.11,,,,,1,5,2,4,1,3,,2,,,,,ok,outputs/pdfs_full/응용시스템전공__APS3016__전략경영.pdf,,18
H0002256,H0003960,응용시스템전공,APS3017,e-비즈니스,2015,2,2015/2 ~ 2021/2,응용시스템전공,13.56,16.95,22.03,16.95,30.51,,,,,,,,8,10,13,10,18,,,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS3017__e-비즈니스.pdf,,59
H0002256,H0003960,응용시스템전공,APS3019,하이테크마케팅,2026,1,2016/1 ~ 2029/2,응용시스템전공,16.67,13.33,23.33,10,30,3.33,,,,,3.33,,5,4,7,3,9,1,,,,,1,,ok,outputs/pdfs_full/응용시스템전공__APS3019__하이테크마케팅.pdf,,30
H0002256,H0003960,응용시스템전공,APS3020,사이버물리시스템(캡스톤디자인),2026,1,2019/1 ~ 2021/2,응용시스템전공,63.41,12.2,17.07,7.32,,,,,,,,,26,5,7,3,,,,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS3020__사이버물리시스템(캡스톤디자인).pdf,,41
H0002256,H0003960,응용시스템전공,APS3021,기술사업화,2026,1,2022/1 ~ 2029/2,응용시스템전공,22.58,,38.71,,32.26,,,,,,6.45,,7,,12,,10,,,,,,2,,ok,outputs/pdfs_full/응용시스템전공__APS3021__기술사업화.pdf,,31
H0002256,H0003960,응용시스템전공,APS4006,경영공학창의설계,2026,1,2016/1 ~ 2030/2,응용시스템전공,57.89,26.32,15.79,,,,,,,,,,22,10,6,,,,,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS4006__경영공학창의설계.pdf,,38
H0002256,H0003960,응용시스템전공,APS4016,사회혁신의이해,2026,1,2018/1 ~ 2026/2,응용시스템전공,70.83,20.83,,4.17,,4.17,,,,,,,17,5,,1,,1,,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS4016__사회혁신의이해.pdf,,24
H0002256,H0003960,응용시스템전공,APS4020,지식재산경영,2026,1,2023/1 ~ 2029/2,응용시스템전공,15.22,15.22,21.74,17.39,28.26,2.17,,,,,,,7,7,10,8,13,1,,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS4020__지식재산경영.pdf,,46
H0002256,H0003960,응용시스템전공,APS4022,비즈니스모델디자인,2026,1,2023/1 ~ 2030/2,응용시스템전공,71.19,10.17,3.39,5.08,6.78,3.39,,,,,,,42,6,2,3,4,2,,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS4022__비즈니스모델디자인.pdf,,59
H0002256,H0002886,건축학부,ARD2001,주거론,2026,1,2008/1 ~ 2030/2,건축학부(학부/서울),18.52,11.11,33.33,11.11,22.22,3.7,,,,,,,5,3,9,3,6,1,,,,,,,ok,outputs/pdfs_full/건축학부__ARD2001__주거론.pdf,,27
H0002256,H0002886,건축학부,ARD2052,건축환경공학,2026,1,2007/1 ~ 2029/2,건축학부(학부/서울),32,,44,,16,,8,,,,,,8,,11,,4,,2,,,,,,ok,outputs/pdfs_full/건축학부__ARD2052__건축환경공학.pdf,,25
H0002256,H0002886,건축학부,ARD3005,서양건축사,2025,2,2006/1 ~ 2027/2,건축학부(학부/서울),5.08,25.42,42.37,,20.34,,6.78,,,,,,3,15,25,,12,,4,,,,,,ok,outputs/pdfs_full/건축학부__ARD3005__서양건축사.pdf,,59
H0002256,H0002886,건축학부,ARD3009,건축구법1,2022,2,2006/1 ~ 2016/2,건축학부(학부/서울),11.36,29.55,34.09,11.36,4.55,4.55,4.55,,,,,,5,13,15,5,2,2,2,,,,,,ok,outputs/pdfs_full/건축학부__ARD3009__건축구법1.pdf,,44
H0002256,H0002521,건축공학부,ARD3010,건축구법2,2017,1,2008/1 ~ 2017/2,건축공학부(학부/서울),46.67,,53.33,,,,,,,,,,7,,8,,,,,,,,,,ok,outputs/pdfs_full/건축공학부__ARD3010__건축구법2.pdf,,15
H0002256,H0002886,건축학부,ARD3063,건축계획,2026,1,2006/1 ~ 2028/2,건축학부(학부/서울),54.9,19.61,9.8,3.92,,,,,,11.76,,,28,10,5,2,,,,,,6,,,ok,outputs/pdfs_full/건축학부__ARD3063__건축계획.pdf,,51
H0002256,H0002886,건축학부,ARD4005,한국건축사,2026,1,2006/1 ~ 2028/2,건축학부(학부/서울),16.22,14.86,12.16,6.76,8.11,6.76,2.7,,,32.43,,,12,11,9,5,6,5,2,,,24,,,ok,outputs/pdfs_full/건축학부__ARD4005__한국건축사.pdf,,74
H0002256,H0002886,건축학부,ARD4006,현대건축사,2017,1,2007/1 ~ 2017/2,건축학부(학부/서울),9.23,18.46,26.15,13.85,18.46,6.15,,,,7.69,,,6,12,17,9,12,4,,,,5,,,ok,outputs/pdfs_full/건축학부__ARD4006__현대건축사.pdf,,65
H0002256,H0002886,건축학부,ARD4007,동양건축사,2023,1,2009/1 ~ 2027/2,건축학부(학부/서울),25,12.5,37.5,12.5,,,,,,12.5,,,2,1,3,1,,,,,,1,,,ok,outputs/pdfs_full/건축학부__ARD4007__동양건축사.pdf,,8
H0002256,H0002886,건축학부,ARD4012,건축기획,2026,1,2008/1 ~ 2031/2,건축학부(학부/서울),18.75,41.67,29.17,8.33,,2.08,,,,,,,9,20,14,4,,1,,,,,,,ok,outputs/pdfs_full/건축학부__ARD4012__건축기획.pdf,,48
H0002256,H0002886,건축학부,ARE1001,건축론,2018,2,2009/1 ~ 2019/2,건축학부(학부/서울),12,18.67,34.67,5.33,17.33,10.67,,1.33,,,,,9,14,26,4,13,8,,1,,,,,ok,outputs/pdfs_full/건축학부__ARE1001__건축론.pdf,,75
H0002256,H0002886,건축학부,ARE1032,기초표현1,2015,1,2005/1 ~ 2015/2,건축학부(학부/서울),27.27,12.73,36.36,12.73,10.91,,,,,,,,15,7,20,7,6,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE1032__기초표현1.pdf,,55
H0002256,H0002886,건축학부,ARE1033,기초표현2,2015,2,2005/1 ~ 2015/2,건축학부(학부/서울),25,15.63,39.06,4.69,14.06,1.56,,,,,,,16,10,25,3,9,1,,,,,,,ok,outputs/pdfs_full/건축학부__ARE1033__기초표현2.pdf,,64
H0002256,H0002886,건축학부,ARE1034,수학과기하학,2023,2,2005/1 ~ 2023/2,건축학부(학부/서울),4.17,16.67,15.28,25,19.44,19.44,,,,,,,3,12,11,18,14,14,,,,,,,ok,outputs/pdfs_full/건축학부__ARE1034__수학과기하학.pdf,,72
H0002256,H0002886,건축학부,ARE1035,물리학의개념,2023,2,2005/1 ~ 2023/2,건축학부(학부/서울),10.53,30.26,7.89,14.47,17.11,13.16,6.58,,,,,,8,23,6,11,13,10,5,,,,,,ok,outputs/pdfs_full/건축학부__ARE1035__물리학의개념.pdf,,76
H0002256,H0002886,건축학부,ARE1056,기초표현,2025,1,2016/1 ~ 2025/2,건축학부(학부/서울),13.79,25.86,25.86,27.59,3.45,,3.45,,,,,,8,15,15,16,2,,2,,,,,,ok,outputs/pdfs_full/건축학부__ARE1056__기초표현.pdf,,58
H0002256,H0002521,건축공학부,ARE1057,스마트건축의이해,2025,2,2020/1 ~ 2027/2,건축공학부(학부/서울),35.29,,47.06,,17.65,,,,,,,,6,,8,,3,,,,,,,,ok,outputs/pdfs_full/건축공학부__ARE1057__스마트건축의이해.pdf,,17
H0002256,H0002886,건축학부,ARE1058,건축의이해,2026,1,2024/1 ~ 2027/2,건축학부(학부/서울),14.81,18.52,35.19,9.26,22.22,,,,,,,,8,10,19,5,12,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE1058__건축의이해.pdf,,54
H0002256,H0002886,건축학부,ARE2007,건축설비개론,2026,1,2007/1 ~ 2029/2,건축학부(학부/서울),3.23,12.9,14.52,38.71,12.9,8.06,4.84,,,4.84,,,2,8,9,24,8,5,3,,,3,,,ok,outputs/pdfs_full/건축학부__ARE2007__건축설비개론.pdf,,62
H0002256,H0002886,건축학부,ARE2008,건축CAD,2016,2,2006/1 ~ 2016/2,건축학부(학부/서울),15.09,20.75,26.42,20.75,7.55,5.66,1.89,1.89,,,,,8,11,14,11,4,3,1,1,,,,,ok,outputs/pdfs_full/건축학부__ARE2008__건축CAD.pdf,,53
H0002256,H0002521,건축공학부,ARE2021,공학역학,2026,1,2010/1 ~ 2028/2,건축공학부(학부/서울),36.59,26.83,12.2,24.39,,,,,,,,,15,11,5,10,,,,,,,,,ok,outputs/pdfs_full/건축공학부__ARE2021__공학역학.pdf,,41
H0002256,H0002521,건축공학부,ARE2022,건물유체및열역학,2025,2,2010/1 ~ 2028/2,건축공학부(학부/서울),14,16,24,16,12,10,2,6,,,,,7,8,12,8,6,5,1,3,,,,,ok,outputs/pdfs_full/건축공학부__ARE2022__건물유체및열역학.pdf,,50
H0002256,H0002521,건축공학부,ARE2051,건축사,2018,1,2006/1 ~ 2018/2,건축공학부(학부/서울),14.04,15.79,26.32,14.04,17.54,7.02,3.51,1.75,,,,,8,9,15,8,10,4,2,1,,,,,ok,outputs/pdfs_full/건축공학부__ARE2051__건축사.pdf,,57
H0002256,H0002886,건축학부,ARE2070,컴퓨터활용디자인기본,2025,2,2014/1 ~ 2027/2,건축학부(학부/서울),45.24,14.29,35.71,4.76,,,,,,,,,19,6,15,2,,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE2070__컴퓨터활용디자인기본.pdf,,42
H0002256,H0002886,건축학부,ARE2078,건축과컴퓨터,2025,2,2017/1 ~ 2028/2,건축학부(학부/서울),29.55,20.45,27.27,13.64,9.09,,,,,,,,13,9,12,6,4,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE2078__건축과컴퓨터.pdf,,44
H0002256,H0002886,건축학부,ARE3005,건축재료,2026,1,2007/1 ~ 2017/2,건축학부(학부/서울),48.84,20.93,23.26,4.65,2.33,,,,,,,,21,9,10,2,1,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE3005__건축재료.pdf,,43
H0002256,H0002886,건축학부,ARE3008,건축구조역학1,2026,1,2007/1 ~ 2017/2,건축학부(학부/서울),29.63,,38.89,,31.48,,,,,,,,16,,21,,17,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE3008__건축구조역학1.pdf,,54
H0002256,H0002521,건축공학부,ARE3009,건축구조역학2,2025,2,2007/1 ~ 2029/2,건축공학부(학부/서울),23.81,,42.86,4.76,28.57,,,,,,,,5,,9,1,6,,,,,,,,ok,outputs/pdfs_full/건축공학부__ARE3009__건축구조역학2.pdf,,21
H0002256,H0002886,건축학부,ARE3067,건축설계론,2022,2,2008/1 ~ 2022/2,건축학부(학부/서울),30.77,11.54,23.08,15.38,15.38,3.85,,,,,,,8,3,6,4,4,1,,,,,,,ok,outputs/pdfs_full/건축학부__ARE3067__건축설계론.pdf,,26
H0002256,H0002521,건축공학부,ARE3069,글로벌건설경영,2025,2,2007/1 ~ 2029/2,건축공학부(학부/서울),56.25,18.75,12.5,12.5,,,,,,,,,9,3,2,2,,,,,,,,,ok,outputs/pdfs_full/건축공학부__ARE3069__글로벌건설경영.pdf,,16
H0002256,H0002886,건축학부,ARE3070,도시사,2019,1,2008/1 ~ 2019/2,건축학부(학부/서울),10,20,40,10,20,,,,,,,,1,2,4,1,2,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE3070__도시사.pdf,,10
H0002256,H0002521,건축공학부,ARE3080,건축융합설계1,2025,1,2018/1 ~ 2025/2,건축공학부(학부/서울),48.78,31.71,4.88,12.2,,,,2.44,,,,,20,13,2,5,,,,1,,,,,ok,outputs/pdfs_full/건축공학부__ARE3080__건축융합설계1.pdf,,41
H0002256,H0002521,건축공학부,ARE3081,건축융합설계2,2025,2,2018/1 ~ 2025/2,건축공학부(학부/서울),41.67,22.92,14.58,14.58,2.08,2.08,2.08,,,,,,20,11,7,7,1,1,1,,,,,,ok,outputs/pdfs_full/건축공학부__ARE3081__건축융합설계2.pdf,,48
H0002256,H0002886,건축학부,ARE3082,컴퓨터활용건축설계특론,2026,1,2018/1 ~ 2029/2,건축학부(학부/서울),28.07,8.77,35.09,7.02,21.05,,,,,,,,16,5,20,4,12,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE3082__컴퓨터활용건축설계특론.pdf,,57
H0002256,H0002886,건축학부,ARE3083,건축구조역학,2025,2,2017/1 ~ 2028/2,건축학부(학부/서울),21.67,3.33,33.33,,23.33,,,,,18.33,,,13,2,20,,14,,,,,11,,,ok,outputs/pdfs_full/건축학부__ARE3083__건축구조역학.pdf,,60
H0002256,H0002886,건축학부,ARE3084,근대건축의역사와이론,2025,2,2017/1 ~ 2028/2,건축학부(학부/서울),6.86,8.82,18.63,2.94,12.75,0.98,,0.98,,48.04,,,7,9,19,3,13,1,,1,,49,,,ok,outputs/pdfs_full/건축학부__ARE3084__근대건축의역사와이론.pdf,,102
H0002256,H0002886,건축학부,ARE3085,건축재료및활용,2026,1,2018/1 ~ 2029/2,건축학부(학부/서울),11.48,21.31,24.59,18.03,14.75,3.28,1.64,3.28,,1.64,,,7,13,15,11,9,2,1,2,,1,,,ok,outputs/pdfs_full/건축학부__ARE3085__건축재료및활용.pdf,,61
H0002256,H0002521,건축공학부,ARE3086,스마트건축생산,2025,2,2020/1 ~ 2029/2,건축공학부(학부/서울),100,,,,,,,,,,,,20,,,,,,,,,,,,ok,outputs/pdfs_full/건축공학부__ARE3086__스마트건축생산.pdf,,20
H0002256,H0002886,건축학부,ARE3087,건축과도시설계,2025,2,2022/1 ~ 2029/2,건축학부(학부/서울),30.77,43.08,16.92,9.23,,,,,,,,,20,28,11,6,,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE3087__건축과도시설계.pdf,,65
H0002256,H0002886,건축학부,ARE3096,건축통합시스템,2025,2,2025/1 ~ 2030/2,건축학부(학부/서울),11.11,37.04,29.63,11.11,1.85,3.7,1.85,3.7,,,,,6,20,16,6,1,2,1,2,,,,,ok,outputs/pdfs_full/건축학부__ARE3096__건축통합시스템.pdf,,54
H0002256,H0002886,건축학부,ARE3097,건축법과실무,2025,2,2025/1 ~ 2030/2,건축학부(학부/서울),19.61,9.8,29.41,11.76,27.45,1.96,,,,,,,10,5,15,6,14,1,,,,,,,ok,outputs/pdfs_full/건축학부__ARE3097__건축법과실무.pdf,,51
H0002256,H0002517,건설환경공학과,ARE4002,구조해석,2026,1,2011/1 ~ 2029/2,건설환경공학과(학부/서울),11.11,33.33,20,22.22,2.22,11.11,,,,,,,5,15,9,10,1,5,,,,,,,ok,outputs/pdfs_full/건설환경공학과__ARE4002__구조해석.pdf,,45
H0002256,H0002886,건축학부,ARE4014,건축구조계획,2025,2,2007/1 ~ 2030/2,건축학부(학부/서울),18.18,9.09,27.27,18.18,27.27,,,,,,,,2,1,3,2,3,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE4014__건축구조계획.pdf,,11
H0002256,H0002521,건축공학부,ARE4022,건축음향,2025,2,2007/1 ~ 2029/2,건축공학부(학부/서울),30.77,,38.46,,30.77,,,,,,,,4,,5,,4,,,,,,,,ok,outputs/pdfs_full/건축공학부__ARE4022__건축음향.pdf,,13
H0002256,H0002886,건축학부,ARE4026,환경과생태건축,2026,1,2009/1 ~ 2030/2,건축학부(학부/서울),18.64,11.86,15.25,23.73,13.56,5.08,8.47,3.39,,,,,11,7,9,14,8,3,5,2,,,,,ok,outputs/pdfs_full/건축학부__ARE4026__환경과생태건축.pdf,,59
H0002256,H0002886,건축학부,ARE4027,건축상세미학,2025,2,2008/1 ~ 2031/2,건축학부(학부/서울),33.33,38.1,28.57,,,,,,,,,,7,8,6,,,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE4027__건축상세미학.pdf,,21
H0002256,H0002521,건축공학부,ARE4030,전기회로및조명시스템,2025,2,2008/1 ~ 2030/2,건축공학부(학부/서울),30,,40,,30,,,,,,,,6,,8,,6,,,,,,,,ok,outputs/pdfs_full/건축공학부__ARE4030__전기회로및조명시스템.pdf,,20
H0002256,H0002521,건축공학부,ARE4031,건물에너지,2026,1,2012/1 ~ 2030/2,건축공학부(학부/서울),26.67,6.67,33.33,6.67,13.33,6.67,6.67,,,,,,4,1,5,1,2,1,1,,,,,,ok,outputs/pdfs_full/건축공학부__ARE4031__건물에너지.pdf,,15
H0002256,H0002886,건축학부,ARE4078,건축실무,2024,2,2009/1 ~ 2030/2,건축학부(학부/서울),23.26,9.3,34.88,4.65,27.91,,,,,,,,10,4,15,2,12,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE4078__건축실무.pdf,,43
H0002256,H0002886,건축학부,ARE4086,기본설계1,2026,1,2005/1 ~ 2027/2,건축학부(학부/서울),42.57,24.75,24.75,2.97,1.98,2.97,,,,,,,43,25,25,3,2,3,,,,,,,ok,outputs/pdfs_full/건축학부__ARE4086__기본설계1.pdf,,101
H0002256,H0002886,건축학부,ARE4087,기본설계2,2025,2,2005/1 ~ 2027/2,건축학부(학부/서울),33.7,33.7,14.13,11.96,1.09,4.35,,1.09,,,,,31,31,13,11,1,4,,1,,,,,ok,outputs/pdfs_full/건축학부__ARE4087__기본설계2.pdf,,92
H0002256,H0002886,건축학부,ARE4088,건축설계스튜디오1,2026,1,2006/1 ~ 2028/2,건축학부(학부/서울),29.17,12.5,41.67,8.33,8.33,,,,,,,,14,6,20,4,4,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE4088__건축설계스튜디오1.pdf,,48
H0002256,H0002886,건축학부,ARE4089,건축설계스튜디오2,2025,2,2006/1 ~ 2028/2,건축학부(학부/서울),32.61,15.22,36.96,6.52,8.7,,,,,,,,15,7,17,3,4,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE4089__건축설계스튜디오2.pdf,,46
H0002256,H0002886,건축학부,ARE4092,건축설계스튜디오3,2026,1,2007/1 ~ 2029/2,건축학부(학부/서울),26.23,16.39,31.15,16.39,6.56,,,3.28,,,,,16,10,19,10,4,,,2,,,,,ok,outputs/pdfs_full/건축학부__ARE4092__건축설계스튜디오3.pdf,,61
H0002256,H0002886,건축학부,ARE4093,건축설계스튜디오4,2025,2,2007/1 ~ 2029/2,건축학부(학부/서울),27.59,18.97,37.93,8.62,3.45,,,3.45,,,,,16,11,22,5,2,,,2,,,,,ok,outputs/pdfs_full/건축학부__ARE4093__건축설계스튜디오4.pdf,,58
H0002256,H0002886,건축학부,ARE4095,건축설계스튜디오5,2026,1,2008/1 ~ 2030/2,건축학부(학부/서울),21.43,21.43,44.64,8.93,3.57,,,,,,,,12,12,25,5,2,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE4095__건축설계스튜디오5.pdf,,56
H0002256,H0002886,건축학부,ARE4096,건축설계스튜디오6,2025,2,2008/1 ~ 2030/2,건축학부(학부/서울),24.24,15.15,40.91,13.64,1.52,1.52,,3.03,,,,,16,10,27,9,1,1,,2,,,,,ok,outputs/pdfs_full/건축학부__ARE4096__건축설계스튜디오6.pdf,,66
H0002256,H0002886,건축학부,ARE4097,건축설계스튜디오7,2026,1,2009/1 ~ 2031/2,건축학부(학부/서울),35.29,19.61,31.37,13.73,,,,,,,,,18,10,16,7,,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE4097__건축설계스튜디오7.pdf,,51
H0002256,H0002886,건축학부,ARE4098,건축설계스튜디오8,2025,2,2009/1 ~ 2031/2,건축학부(학부/서울),42.86,4.08,40.82,2.04,4.08,4.08,2.04,,,,,,21,2,20,1,2,2,1,,,,,,ok,outputs/pdfs_full/건축학부__ARE4098__건축설계스튜디오8.pdf,,49
H0002256,H0002886,건축학부,ARE4100,건축공간론,2019,2,2016/1 ~ 2026/2,건축학부(학부/서울),8.33,25,25,8.33,25,,,8.33,,,,,1,3,3,1,3,,,1,,,,,ok,outputs/pdfs_full/건축학부__ARE4100__건축공간론.pdf,,12
H0002256,H0002886,건축학부,ARE4101,예술과기술,2026,1,2016/1 ~ 2030/2,건축학부(학부/서울),56.25,37.5,6.25,,,,,,,,,,18,12,2,,,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE4101__예술과기술.pdf,,32
H0002256,H0002886,건축학부,ARE4106,현대건축의역사와이론,2026,1,2019/1 ~ 2030/2,건축학부(학부/서울),18.64,10.17,33.9,8.47,22.03,6.78,,,,,,,11,6,20,5,13,4,,,,,,,ok,outputs/pdfs_full/건축학부__ARE4106__현대건축의역사와이론.pdf,,59
H0002256,H0002521,건축공학부,ARE4107,공학프로젝트및현장실습,2019,1,2019/1 ~ 2019/2,건축공학부(학부/서울),54.55,36.36,5.45,3.64,,,,,,,,,30,20,3,2,,,,,,,,,ok,outputs/pdfs_full/건축공학부__ARE4107__공학프로젝트및현장실습.pdf,,55
H0002256,H0002886,건축학부,ARE4109,건축과인터랙션,2025,2,2023/1 ~ 2030/2,건축학부(학부/서울),8.82,61.76,23.53,2.94,,2.94,,,,,,,3,21,8,1,,1,,,,,,,ok,outputs/pdfs_full/건축학부__ARE4109__건축과인터랙션.pdf,,34
H0002256,H0002886,건축학부,ARE4110,동아시아건축과문화,2025,2,2024/1 ~ 2031/2,건축학부(학부/서울),33.33,,33.33,,33.33,,,,,,,,4,,4,,4,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE4110__동아시아건축과문화.pdf,,12
H0002256,H0002886,건축학부,ARE5000,건축공간행태론,2026,1,2008/1 ~ 2030/2,건축학부(학부/서울),44.44,,33.33,,22.22,,,,,,,,4,,3,,2,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE5000__건축공간행태론.pdf,,9
H0002256,H0002886,건축학부,ARE5001,디지털디자인스튜디오,2026,1,2008/1 ~ 2030/2,건축학부(학부/서울),25,16.67,25,16.67,16.67,,,,,,,,3,2,3,2,2,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE5001__디지털디자인스튜디오.pdf,,12
H0002256,H0002886,건축학부,ARE5003,건축연구,2026,1,2009/1 ~ 2031/2,건축학부(학부/서울),75.76,15.15,6.06,3.03,,,,,,,,,25,5,2,1,,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE5003__건축연구.pdf,,33
H0002256,H0002886,건축학부,ARE5004,건축연구2,2023,2,2009/1 ~ 2023/2,건축학부(학부/서울),82.69,9.62,1.92,1.92,1.92,,,,,1.92,,,43,5,1,1,1,,,,,1,,,ok,outputs/pdfs_full/건축학부__ARE5004__건축연구2.pdf,,52
H0002256,H0002521,건축공학부,ARE5005,글로벌프로젝트기획및개발,2025,2,2008/1 ~ 2030/2,건축공학부(학부/서울),29.63,,40.74,,29.63,,,,,,,,8,,11,,8,,,,,,,,ok,outputs/pdfs_full/건축공학부__ARE5005__글로벌프로젝트기획및개발.pdf,,27
H0002256,H0002886,건축학부,ARE5007,건축방재론,2016,2,2009/1 ~ 2019/2,건축학부(학부/서울),30,,40,,30,,,,,,,,3,,4,,3,,,,,,,,ok,outputs/pdfs_full/건축학부__ARE5007__건축방재론.pdf,,10
H0002256,H0002521,건축공학부,ARE5008,Adventure_Design(건축융합1),2026,1,2006/1 ~ 2028/2,건축공학부(학부/서울),55.26,28.95,13.16,2.63,,,,,,,,,21,11,5,1,,,,,,,,,ok,outputs/pdfs_full/건축공학부__ARE5008__Adventure_Design(건축융합1).pdf,,38
